algorithm,instance,time
median 9 random,537,0.97000000
dual pivot,537,0.74000000
insertion,538,3126.43000000
first,538,0.86000000
random,538,0.86000000
mid,538,0.83000000
median 3,538,0.83000000
median 3 random,538,0.94000000
median 9,538,0.85000000
median 9 random,538,0.97000000
dual pivot,538,0.75000000
insertion,539,3112.91000000
first,539,0.85000000
random,539,0.87000000
mid,539,0.82000000
median 3,539,0.83000000
median 3 random,539,0.94000000
median 9,539,0.86000000
median 9 random,539,0.97000000
dual pivot,539,0.74000000
insertion,540,3107.47000000
first,540,0.88000000
random,540,0.86000000
mid,540,0.82000000
median 3,540,0.83000000
median 3 random,540,0.93000000
median 9,540,0.86000000
median 9 random,540,0.97000000
dual pivot,540,0.76000000
insertion,541,3114.89000000
first,541,0.86000000
random,541,0.86000000
mid,541,0.83000000
median 3,541,0.83000000
median 3 random,541,0.93000000
median 9,541,0.86000000
median 9 random,541,0.97000000
dual pivot,541,0.75000000
insertion,542,3101.45000000
first,542,0.84000000
random,542,0.87000000
mid,542,0.82000000
median 3,542,0.83000000
median 3 random,542,0.94000000
median 9,542,0.86000000
median 9 random,542,0.96000000
dual pivot,542,0.74000000
insertion,543,3116.81000000
first,543,0.86000000
random,543,0.87000000
mid,543,0.82000000
median 3,543,0.84000000
median 3 random,543,0.94000000
median 9,543,0.86000000
median 9 random,543,0.97000000
dual pivot,543,0.74000000
insertion,544,3104.96000000
first,544,0.84000000
random,544,0.87000000
mid,544,0.82000000
median 3,544,0.84000000
median 3 random,544,0.93000000
median 9,544,0.86000000
median 9 random,544,0.97000000
dual pivot,544,0.75000000
insertion,545,3116.27000000
first,545,0.86000000
random,545,0.87000000
mid,545,0.83000000
median 3,545,0.83000000
median 3 random,545,0.94000000
median 9,545,0.86000000
median 9 random,545,0.97000000
dual pivot,545,0.74000000
insertion,546,3107.66000000
first,546,0.85000000
random,546,0.86000000
mid,546,0.83000000
median 3,546,0.83000000
median 3 random,546,0.94000000
median 9,546,0.87000000
median 9 random,546,0.97000000
dual pivot,546,0.75000000
insertion,547,3118.92000000
first,547,0.86000000
random,547,0.87000000
mid,547,0.83000000
median 3,547,0.83000000
median 3 random,547,0.94000000
median 9,547,0.86000000
median 9 random,547,0.97000000
dual pivot,547,0.74000000
insertion,548,3100.49000000
first,548,0.86000000
random,548,0.87000000
mid,548,0.82000000
median 3,548,0.83000000
median 3 random,548,0.94000000
median 9,548,0.86000000
median 9 random,548,0.97000000
dual pivot,548,0.75000000
insertion,549,3106.20000000
first,549,0.85000000
random,549,0.87000000
mid,549,0.82000000
median 3,549,0.84000000
median 3 random,549,0.93000000
median 9,549,0.86000000
median 9 random,549,0.97000000
dual pivot,549,0.75000000
insertion,550,3107.37000000
first,550,0.86000000
random,550,0.86000000
mid,550,0.83000000
median 3,550,0.84000000
median 3 random,550,0.93000000
median 9,550,0.86000000
median 9 random,550,0.97000000
dual pivot,550,0.75000000
insertion,551,3111.48000000
first,551,0.85000000
random,551,0.87000000
mid,551,0.82000000
median 3,551,0.83000000
median 3 random,551,0.94000000
median 9,551,0.86000000
median 9 random,551,0.97000000
dual pivot,551,0.74000000
insertion,552,3114.22000000
first,552,0.86000000
random,552,0.87000000
mid,552,0.81000000
median 3,552,0.84000000
median 3 random,552,0.93000000
median 9,552,0.86000000
median 9 random,552,0.98000000
dual pivot,552,0.74000000
insertion,553,3116.82000000
first,553,0.86000000
random,553,0.86000000
mid,553,0.83000000
median 3,553,0.83000000
median 3 random,553,0.94000000
median 9,553,0.86000000
median 9 random,553,0.97000000
dual pivot,553,0.74000000
insertion,554,3112.99000000
first,554,0.85000000
random,554,0.87000000
mid,554,0.82000000
median 3,554,0.83000000
median 3 random,554,0.94000000
median 9,554,0.86000000
median 9 random,554,0.96000000
dual pivot,554,0.74000000
insertion,555,3108.18000000
first,555,0.85000000
random,555,0.87000000
mid,555,0.82000000
median 3,555,0.84000000
median 3 random,555,0.93000000
median 9,555,0.86000000
median 9 random,555,0.97000000
dual pivot,555,0.75000000
insertion,556,3110.43000000
first,556,0.85000000
random,556,0.87000000
mid,556,0.82000000
median 3,556,0.84000000
median 3 random,556,0.93000000
median 9,556,0.86000000
median 9 random,556,0.97000000
dual pivot,556,0.74000000
insertion,557,3106.96000000
first,557,0.85000000
random,557,0.87000000
mid,557,0.83000000
median 3,557,0.83000000
median 3 random,557,0.94000000
median 9,557,0.86000000
median 9 random,557,0.97000000
dual pivot,557,0.75000000
insertion,558,3117.40000000
first,558,0.85000000
random,558,0.87000000
mid,558,0.83000000
median 3,558,0.83000000
median 3 random,558,0.93000000
median 9,558,0.86000000
median 9 random,558,0.97000000
dual pivot,558,0.75000000
insertion,559,3107.94000000
first,559,0.86000000
random,559,0.87000000
mid,559,0.82000000
median 3,559,0.83000000
median 3 random,559,0.94000000
median 9,559,0.86000000
median 9 random,559,0.97000000
dual pivot,559,0.75000000
insertion,560,3105.65000000
first,560,0.85000000
random,560,0.87000000
mid,560,0.83000000
median 3,560,0.83000000
median 3 random,560,0.94000000
median 9,560,0.85000000
median 9 random,560,0.97000000
dual pivot,560,0.74000000
insertion,561,3110.34000000
first,561,0.86000000
random,561,0.87000000
mid,561,0.82000000
median 3,561,0.83000000
median 3 random,561,0.94000000
median 9,561,0.86000000
median 9 random,561,0.97000000
dual pivot,561,0.74000000
insertion,562,3103.03000000
first,562,0.85000000
random,562,0.87000000
mid,562,0.83000000
median 3,562,0.83000000
median 3 random,562,0.94000000
median 9,562,0.86000000
median 9 random,562,0.97000000
dual pivot,562,0.74000000
insertion,563,3109.52000000
first,563,0.85000000
random,563,0.87000000
mid,563,0.83000000
median 3,563,0.83000000
median 3 random,563,0.94000000
median 9,563,0.86000000
median 9 random,563,0.97000000
dual pivot,563,0.75000000
insertion,564,3103.74000000
first,564,0.85000000
random,564,0.86000000
mid,564,0.82000000
median 3,564,0.83000000
median 3 random,564,0.93000000
median 9,564,0.86000000
median 9 random,564,0.97000000
dual pivot,564,0.75000000
insertion,565,3103.09000000
first,565,0.85000000
random,565,0.87000000
mid,565,0.83000000
median 3,565,0.83000000
median 3 random,565,0.94000000
median 9,565,0.86000000
median 9 random,565,0.97000000
dual pivot,565,0.75000000
insertion,566,3113.56000000
first,566,0.85000000
random,566,0.87000000
mid,566,0.82000000
median 3,566,0.83000000
median 3 random,566,0.94000000
median 9,566,0.86000000
median 9 random,566,0.97000000
dual pivot,566,0.74000000
insertion,567,3102.85000000
first,567,0.85000000
random,567,0.87000000
mid,567,0.82000000
median 3,567,0.83000000
median 3 random,567,0.94000000
median 9,567,0.86000000
median 9 random,567,0.97000000
dual pivot,567,0.74000000
insertion,568,3107.51000000
first,568,0.86000000
random,568,0.87000000
mid,568,0.82000000
median 3,568,0.83000000
median 3 random,568,0.93000000
median 9,568,0.86000000
median 9 random,568,0.97000000
dual pivot,568,0.74000000
insertion,569,3111.27000000
first,569,0.86000000
random,569,0.87000000
mid,569,0.83000000
median 3,569,0.83000000
median 3 random,569,0.93000000
median 9,569,0.86000000
median 9 random,569,0.97000000
dual pivot,569,0.75000000
insertion,570,3108.84000000
first,570,0.85000000
random,570,0.87000000
mid,570,0.82000000
median 3,570,0.83000000
median 3 random,570,0.94000000
median 9,570,0.86000000
median 9 random,570,0.97000000
dual pivot,570,0.74000000
insertion,571,3119.60000000
first,571,0.85000000
random,571,0.87000000
mid,571,0.82000000
median 3,571,0.83000000
median 3 random,571,0.95000000
median 9,571,0.85000000
median 9 random,571,0.97000000
dual pivot,571,0.75000000
insertion,572,3114.61000000
first,572,0.85000000
random,572,0.87000000
mid,572,0.83000000
median 3,572,0.83000000
median 3 random,572,0.94000000
median 9,572,0.86000000
median 9 random,572,0.96000000
dual pivot,572,0.75000000
insertion,573,3108.74000000
first,573,0.85000000
random,573,0.87000000
mid,573,0.82000000
median 3,573,0.84000000
median 3 random,573,0.93000000
median 9,573,0.86000000
median 9 random,573,0.97000000
dual pivot,573,0.75000000
insertion,574,3114.36000000
first,574,0.86000000
random,574,0.87000000
mid,574,0.82000000
median 3,574,0.84000000
median 3 random,574,0.93000000
median 9,574,0.86000000
median 9 random,574,0.97000000
dual pivot,574,0.74000000
insertion,575,3118.92000000
first,575,0.86000000
random,575,0.87000000
mid,575,0.82000000
median 3,575,0.83000000
median 3 random,575,0.94000000
median 9,575,0.86000000
median 9 random,575,0.97000000
dual pivot,575,0.75000000
insertion,576,3111.26000000
first,576,0.85000000
random,576,0.87000000
mid,576,0.83000000
median 3,576,0.83000000
median 3 random,576,0.93000000
median 9,576,0.87000000
median 9 random,576,0.97000000
dual pivot,576,0.74000000
insertion,577,3111.59000000
first,577,0.86000000
random,577,0.87000000
mid,577,0.81000000
median 3,577,0.84000000
median 3 random,577,0.93000000
median 9,577,0.86000000
median 9 random,577,0.97000000
dual pivot,577,0.75000000
insertion,578,3121.04000000
first,578,0.86000000
random,578,0.87000000
mid,578,0.82000000
median 3,578,0.83000000
median 3 random,578,0.94000000
median 9,578,0.86000000
median 9 random,578,0.97000000
dual pivot,578,0.75000000
insertion,579,3110.20000000
first,579,0.87000000
random,579,0.87000000
mid,579,0.81000000
median 3,579,0.84000000
median 3 random,579,0.93000000
median 9,579,0.86000000
median 9 random,579,0.97000000
dual pivot,579,0.74000000
insertion,580,3121.68000000
first,580,0.87000000
random,580,0.87000000
mid,580,0.84000000
median 3,580,0.84000000
median 3 random,580,0.94000000
median 9,580,0.86000000
median 9 random,580,0.97000000
dual pivot,580,0.75000000
insertion,581,3116.86000000
first,581,0.85000000
random,581,0.87000000
mid,581,0.82000000
median 3,581,0.83000000
median 3 random,581,0.93000000
median 9,581,0.86000000
median 9 random,581,0.97000000
dual pivot,581,0.74000000
insertion,582,3107.65000000
first,582,0.85000000
random,582,0.87000000
mid,582,0.82000000
median 3,582,0.84000000
median 3 random,582,0.93000000
median 9,582,0.86000000
median 9 random,582,0.97000000
dual pivot,582,0.75000000
insertion,583,3115.62000000
first,583,0.86000000
random,583,0.86000000
mid,583,0.83000000
median 3,583,0.83000000
median 3 random,583,0.94000000
median 9,583,0.86000000
median 9 random,583,0.96000000
dual pivot,583,0.75000000
insertion,584,3109.33000000
first,584,0.86000000
random,584,0.87000000
mid,584,0.82000000
median 3,584,0.84000000
median 3 random,584,0.93000000
median 9,584,0.86000000
median 9 random,584,0.97000000
dual pivot,584,0.76000000
insertion,585,3105.74000000
first,585,0.87000000
random,585,0.87000000
mid,585,0.82000000
median 3,585,0.83000000
median 3 random,585,0.94000000
median 9,585,0.86000000
median 9 random,585,0.97000000
dual pivot,585,0.75000000
insertion,586,3113.34000000
first,586,0.85000000
random,586,0.87000000
mid,586,0.82000000
median 3,586,0.84000000
median 3 random,586,0.93000000
median 9,586,0.87000000
median 9 random,586,0.97000000
dual pivot,586,0.74000000
insertion,587,3109.45000000
first,587,0.85000000
random,587,0.87000000
mid,587,0.82000000
median 3,587,0.83000000
median 3 random,587,0.94000000
median 9,587,0.86000000
median 9 random,587,0.97000000
dual pivot,587,0.74000000
insertion,588,3104.97000000
first,588,0.86000000
random,588,0.87000000
mid,588,0.82000000
median 3,588,0.84000000
median 3 random,588,0.93000000
median 9,588,0.86000000
median 9 random,588,0.97000000
dual pivot,588,0.75000000
insertion,589,3113.91000000
first,589,0.86000000
random,589,0.87000000
mid,589,0.82000000
median 3,589,0.83000000
median 3 random,589,0.93000000
median 9,589,0.87000000
median 9 random,589,0.97000000
dual pivot,589,0.74000000
insertion,590,3108.23000000
first,590,0.86000000
random,590,0.87000000
mid,590,0.82000000
median 3,590,0.84000000
median 3 random,590,0.94000000
median 9,590,0.85000000
median 9 random,590,0.97000000
dual pivot,590,0.75000000
insertion,591,3114.81000000
first,591,0.87000000
random,591,0.87000000
mid,591,0.81000000
median 3,591,0.84000000
median 3 random,591,0.93000000
median 9,591,0.86000000
median 9 random,591,0.97000000
dual pivot,591,0.75000000
insertion,592,3116.31000000
first,592,0.86000000
random,592,0.87000000
mid,592,0.81000000
median 3,592,0.84000000
median 3 random,592,0.94000000
median 9,592,0.86000000
median 9 random,592,0.97000000
dual pivot,592,0.74000000
insertion,593,3119.92000000
first,593,0.86000000
random,593,0.86000000
mid,593,0.83000000
median 3,593,0.83000000
median 3 random,593,0.94000000
median 9,593,0.86000000
median 9 random,593,0.97000000
dual pivot,593,0.75000000
insertion,594,3106.16000000
first,594,0.86000000
random,594,0.86000000
mid,594,0.83000000
median 3,594,0.83000000
median 3 random,594,0.94000000
median 9,594,0.86000000
median 9 random,594,0.97000000
dual pivot,594,0.74000000
insertion,595,3111.92000000
first,595,0.85000000
random,595,0.87000000
mid,595,0.83000000
median 3,595,0.83000000
median 3 random,595,0.94000000
median 9,595,0.85000000
median 9 random,595,0.98000000
dual pivot,595,0.73000000
insertion,596,3116.58000000
first,596,0.86000000
random,596,0.88000000
mid,596,0.82000000
median 3,596,0.83000000
median 3 random,596,0.94000000
median 9,596,0.86000000
median 9 random,596,0.97000000
dual pivot,596,0.75000000
insertion,597,3111.84000000
first,597,0.85000000
random,597,0.86000000
mid,597,0.83000000
median 3,597,0.84000000
median 3 random,597,0.93000000
median 9,597,0.86000000
median 9 random,597,0.97000000
dual pivot,597,0.75000000
insertion,598,3115.81000000
first,598,0.86000000
random,598,0.86000000
mid,598,0.83000000
median 3,598,0.83000000
median 3 random,598,0.94000000
median 9,598,0.86000000
median 9 random,598,0.97000000
dual pivot,598,0.76000000
insertion,599,3105.46000000
first,599,0.86000000
random,599,0.86000000
mid,599,0.82000000
median 3,599,0.83000000
median 3 random,599,0.93000000
median 9,599,0.86000000
median 9 random,599,0.97000000
dual pivot,599,0.75000000
insertion,600,3113.86000000
first,600,0.86000000
random,600,0.86000000
mid,600,0.82000000
median 3,600,0.83000000
median 3 random,600,0.94000000
median 9,600,0.86000000
median 9 random,600,0.97000000
dual pivot,600,0.74000000
insertion,601,3132.05000000
first,601,0.85000000
random,601,0.86000000
mid,601,0.81000000
median 3,601,0.83000000
median 3 random,601,0.93000000
median 9,601,0.85000000
median 9 random,601,0.96000000
dual pivot,601,0.75000000
insertion,602,3138.68000000
first,602,0.86000000
random,602,0.87000000
mid,602,0.81000000
median 3,602,0.83000000
median 3 random,602,0.93000000
median 9,602,0.86000000
median 9 random,602,0.96000000
dual pivot,602,0.75000000
insertion,603,3131.66000000
first,603,0.87000000
random,603,0.86000000
mid,603,0.81000000
median 3,603,0.83000000
median 3 random,603,0.94000000
median 9,603,0.86000000
median 9 random,603,0.96000000
dual pivot,603,0.75000000
insertion,604,3125.85000000
first,604,0.84000000
random,604,0.87000000
mid,604,0.81000000
median 3,604,0.83000000
median 3 random,604,0.94000000
median 9,604,0.86000000
median 9 random,604,0.96000000
dual pivot,604,0.74000000
insertion,605,3138.98000000
first,605,0.85000000
random,605,0.86000000
mid,605,0.82000000
median 3,605,0.84000000
median 3 random,605,0.93000000
median 9,605,0.86000000
median 9 random,605,0.96000000
dual pivot,605,0.75000000
insertion,606,3122.51000000
first,606,0.85000000
random,606,0.86000000
mid,606,0.82000000
median 3,606,0.83000000
median 3 random,606,0.94000000
median 9,606,0.86000000
median 9 random,606,0.97000000
dual pivot,606,0.73000000
insertion,607,3138.18000000
first,607,0.86000000
random,607,0.87000000
mid,607,0.82000000
median 3,607,0.83000000
median 3 random,607,0.93000000
median 9,607,0.86000000
median 9 random,607,0.97000000
dual pivot,607,0.75000000
insertion,608,3135.66000000
first,608,0.86000000
random,608,0.87000000
mid,608,0.82000000
median 3,608,0.84000000
median 3 random,608,0.93000000
median 9,608,0.86000000
median 9 random,608,0.97000000
dual pivot,608,0.75000000
insertion,609,3127.83000000
first,609,0.85000000
random,609,0.86000000
mid,609,0.83000000
median 3,609,0.83000000
median 3 random,609,0.93000000
median 9,609,0.86000000
median 9 random,609,0.97000000
dual pivot,609,0.74000000
insertion,610,3136.93000000
first,610,0.86000000
random,610,0.86000000
mid,610,0.82000000
median 3,610,0.84000000
median 3 random,610,0.93000000
median 9,610,0.86000000
median 9 random,610,0.97000000
dual pivot,610,0.74000000
insertion,611,3129.43000000
first,611,0.86000000
random,611,0.86000000
mid,611,0.83000000
median 3,611,0.83000000
median 3 random,611,0.94000000
median 9,611,0.86000000
median 9 random,611,0.96000000
dual pivot,611,0.75000000
insertion,612,3139.53000000
first,612,0.85000000
random,612,0.87000000
mid,612,0.82000000
median 3,612,0.84000000
median 3 random,612,0.93000000
median 9,612,0.86000000
median 9 random,612,0.97000000
dual pivot,612,0.74000000
insertion,613,3125.92000000
first,613,0.86000000
random,613,0.87000000
mid,613,0.83000000
median 3,613,0.83000000
median 3 random,613,0.94000000
median 9,613,0.86000000
median 9 random,613,0.97000000
dual pivot,613,0.74000000
insertion,614,3130.93000000
first,614,0.85000000
random,614,0.87000000
mid,614,0.82000000
median 3,614,0.84000000
median 3 random,614,0.93000000
median 9,614,0.87000000
median 9 random,614,0.96000000
dual pivot,614,0.75000000
insertion,615,3128.23000000
first,615,0.86000000
random,615,0.87000000
mid,615,0.82000000
median 3,615,0.83000000
median 3 random,615,1.07000000
median 9,615,0.86000000
median 9 random,615,0.97000000
dual pivot,615,0.74000000
insertion,616,3141.67000000
first,616,0.85000000
random,616,0.86000000
mid,616,0.81000000
median 3,616,0.83000000
median 3 random,616,0.93000000
median 9,616,0.85000000
median 9 random,616,0.96000000
dual pivot,616,0.74000000
insertion,617,3135.87000000
first,617,0.85000000
random,617,0.86000000
mid,617,0.83000000
median 3,617,0.82000000
median 3 random,617,0.94000000
median 9,617,0.85000000
median 9 random,617,0.96000000
dual pivot,617,0.75000000
insertion,618,3127.90000000
first,618,0.86000000
random,618,0.86000000
mid,618,0.82000000
median 3,618,0.84000000
median 3 random,618,0.93000000
median 9,618,0.85000000
median 9 random,618,0.97000000
dual pivot,618,0.74000000
insertion,619,3125.79000000
first,619,0.85000000
random,619,0.86000000
mid,619,0.82000000
median 3,619,0.83000000
median 3 random,619,0.94000000
median 9,619,0.86000000
median 9 random,619,0.96000000
dual pivot,619,0.74000000
insertion,620,3139.70000000
first,620,0.84000000
random,620,0.87000000
mid,620,0.83000000
median 3,620,0.83000000
median 3 random,620,0.94000000
median 9,620,0.86000000
median 9 random,620,0.97000000
dual pivot,620,0.74000000
insertion,621,3127.40000000
first,621,0.89000000
random,621,0.96000000
mid,621,0.82000000
median 3,621,0.84000000
median 3 random,621,1.10000000
median 9,621,0.87000000
median 9 random,621,0.97000000
dual pivot,621,0.75000000
insertion,622,3125.73000000
first,622,0.85000000
random,622,0.87000000
mid,622,0.83000000
median 3,622,0.83000000
median 3 random,622,0.94000000
median 9,622,0.87000000
median 9 random,622,0.97000000
dual pivot,622,0.74000000
insertion,623,3133.78000000
first,623,0.84000000
random,623,0.87000000
mid,623,0.82000000
median 3,623,0.82000000
median 3 random,623,0.94000000
median 9,623,0.86000000
median 9 random,623,0.97000000
dual pivot,623,0.74000000
insertion,624,3123.91000000
first,624,0.85000000
random,624,0.87000000
mid,624,0.82000000
median 3,624,0.83000000
median 3 random,624,0.94000000
median 9,624,0.86000000
median 9 random,624,0.96000000
dual pivot,624,0.75000000
insertion,625,3141.35000000
first,625,0.85000000
random,625,0.87000000
mid,625,0.83000000
median 3,625,0.83000000
median 3 random,625,1.10000000
median 9,625,0.88000000
median 9 random,625,0.97000000
dual pivot,625,0.74000000
insertion,626,3129.46000000
first,626,0.86000000
random,626,0.87000000
mid,626,0.82000000
median 3,626,0.83000000
median 3 random,626,0.94000000
median 9,626,0.86000000
median 9 random,626,0.96000000
dual pivot,626,0.75000000
insertion,627,3140.84000000
first,627,0.87000000
random,627,0.87000000
mid,627,0.82000000
median 3,627,0.83000000
median 3 random,627,0.94000000
median 9,627,0.86000000
median 9 random,627,0.97000000
dual pivot,627,0.73000000
insertion,628,3124.37000000
first,628,0.86000000
random,628,0.87000000
mid,628,0.82000000
median 3,628,0.84000000
median 3 random,628,0.93000000
median 9,628,0.87000000
median 9 random,628,0.97000000
dual pivot,628,0.75000000
insertion,629,3132.89000000
first,629,0.85000000
random,629,0.87000000
mid,629,0.82000000
median 3,629,0.83000000
median 3 random,629,0.94000000
median 9,629,0.85000000
median 9 random,629,0.97000000
dual pivot,629,0.74000000
insertion,630,3128.41000000
first,630,0.86000000
random,630,0.86000000
mid,630,0.83000000
median 3,630,0.83000000
median 3 random,630,0.94000000
median 9,630,0.97000000
median 9 random,630,1.02000000
dual pivot,630,0.74000000
insertion,631,3143.80000000
first,631,0.84000000
random,631,0.86000000
mid,631,0.83000000
median 3,631,0.82000000
median 3 random,631,0.93000000
median 9,631,0.86000000
median 9 random,631,0.96000000
dual pivot,631,0.74000000
insertion,632,3120.75000000
first,632,0.86000000
random,632,0.86000000
mid,632,0.81000000
median 3,632,0.83000000
median 3 random,632,0.92000000
median 9,632,0.86000000
median 9 random,632,0.96000000
dual pivot,632,0.74000000
insertion,633,3128.47000000
first,633,0.85000000
random,633,0.86000000
mid,633,0.81000000
median 3,633,0.83000000
median 3 random,633,0.93000000
median 9,633,0.86000000
median 9 random,633,0.96000000
dual pivot,633,0.74000000
insertion,634,3127.13000000
first,634,0.86000000
random,634,0.87000000
mid,634,0.81000000
median 3,634,0.83000000
median 3 random,634,0.93000000
median 9,634,0.86000000
median 9 random,634,0.96000000
dual pivot,634,0.74000000
insertion,635,3142.68000000
first,635,0.86000000
random,635,0.86000000
mid,635,0.84000000
median 3,635,0.83000000
median 3 random,635,0.93000000
median 9,635,0.86000000
median 9 random,635,0.97000000
dual pivot,635,0.75000000
insertion,636,3135.92000000
first,636,0.84000000
random,636,0.87000000
mid,636,0.81000000
median 3,636,0.85000000
median 3 random,636,1.04000000
median 9,636,0.86000000
median 9 random,636,0.97000000
dual pivot,636,0.74000000
insertion,637,3133.54000000
first,637,0.86000000
random,637,0.86000000
mid,637,0.82000000
median 3,637,0.83000000
median 3 random,637,0.93000000
median 9,637,0.86000000
median 9 random,637,0.97000000
dual pivot,637,0.75000000
insertion,638,3118.40000000
first,638,0.85000000
random,638,0.87000000
mid,638,0.82000000
median 3,638,0.83000000
median 3 random,638,0.93000000
median 9,638,0.87000000
median 9 random,638,0.96000000
dual pivot,638,0.75000000
insertion,639,3138.55000000
first,639,0.85000000
random,639,0.86000000
mid,639,0.82000000
median 3,639,0.82000000
median 3 random,639,0.94000000
median 9,639,0.86000000
median 9 random,639,0.97000000
dual pivot,639,0.74000000
insertion,640,3134.85000000
first,640,0.86000000
random,640,0.87000000
mid,640,0.82000000
median 3,640,0.83000000
median 3 random,640,0.94000000
median 9,640,0.86000000
median 9 random,640,0.97000000
dual pivot,640,0.74000000
insertion,641,3129.16000000
first,641,0.85000000
random,641,0.87000000
mid,641,0.82000000
median 3,641,0.83000000
median 3 random,641,0.93000000
median 9,641,0.87000000
median 9 random,641,0.97000000
dual pivot,641,0.75000000
insertion,642,3128.06000000
first,642,0.87000000
random,642,0.87000000
mid,642,0.82000000
median 3,642,0.83000000
median 3 random,642,0.93000000
median 9,642,0.86000000
median 9 random,642,0.96000000
dual pivot,642,0.74000000
insertion,643,3129.75000000
first,643,0.85000000
random,643,0.87000000
mid,643,0.82000000
median 3,643,0.83000000
median 3 random,643,0.93000000
median 9,643,0.86000000
median 9 random,643,0.97000000
dual pivot,643,0.74000000
insertion,644,3113.01000000
first,644,0.85000000
random,644,0.86000000
mid,644,0.83000000
median 3,644,0.83000000
median 3 random,644,0.93000000
median 9,644,0.86000000
median 9 random,644,0.97000000
dual pivot,644,0.74000000
insertion,645,3124.30000000
first,645,0.86000000
random,645,0.87000000
mid,645,0.82000000
median 3,645,0.84000000
median 3 random,645,0.93000000
median 9,645,0.86000000
median 9 random,645,0.97000000
dual pivot,645,0.73000000
insertion,646,3114.27000000
first,646,0.85000000
random,646,0.87000000
mid,646,0.82000000
median 3,646,0.82000000
median 3 random,646,0.94000000
median 9,646,0.86000000
median 9 random,646,0.97000000
dual pivot,646,0.74000000
insertion,647,3135.07000000
first,647,1.03000000
random,647,0.87000000
mid,647,0.82000000
median 3,647,0.83000000
median 3 random,647,0.93000000
median 9,647,0.87000000
median 9 random,647,0.96000000
dual pivot,647,0.74000000
insertion,648,3127.94000000
first,648,0.85000000
random,648,0.87000000
mid,648,0.82000000
median 3,648,0.82000000
median 3 random,648,0.94000000
median 9,648,0.86000000
median 9 random,648,0.97000000
dual pivot,648,0.75000000
insertion,649,3124.15000000
first,649,0.85000000
random,649,0.87000000
mid,649,0.82000000
median 3,649,0.83000000
median 3 random,649,0.93000000
median 9,649,0.86000000
median 9 random,649,0.97000000
dual pivot,649,0.75000000
insertion,650,3118.69000000
first,650,0.85000000
random,650,0.87000000
mid,650,0.82000000
median 3,650,0.82000000
median 3 random,650,0.94000000
median 9,650,0.86000000
median 9 random,650,0.97000000
dual pivot,650,0.74000000
insertion,651,3139.67000000
first,651,0.86000000
random,651,0.86000000
mid,651,0.82000000
median 3,651,0.83000000
median 3 random,651,0.94000000
median 9,651,0.86000000
median 9 random,651,0.97000000
dual pivot,651,0.75000000
insertion,652,3140.73000000
first,652,0.85000000
random,652,0.87000000
mid,652,0.83000000
median 3,652,0.83000000
median 3 random,652,0.94000000
median 9,652,0.86000000
median 9 random,652,0.96000000
dual pivot,652,0.75000000
insertion,653,3138.47000000
first,653,0.85000000
random,653,0.86000000
mid,653,0.82000000
median 3,653,0.83000000
median 3 random,653,0.93000000
median 9,653,0.85000000
median 9 random,653,0.97000000
dual pivot,653,0.74000000
insertion,654,3137.08000000
first,654,0.86000000
random,654,0.88000000
mid,654,1.00000000
median 3,654,0.83000000
median 3 random,654,0.94000000
median 9,654,0.86000000
median 9 random,654,0.96000000
dual pivot,654,0.75000000
insertion,655,3121.15000000
first,655,0.85000000
random,655,0.86000000
mid,655,0.82000000
median 3,655,0.83000000
median 3 random,655,0.93000000
median 9,655,0.86000000
median 9 random,655,0.97000000
dual pivot,655,0.74000000
insertion,656,3134.38000000
first,656,0.86000000
random,656,0.87000000
mid,656,0.82000000
median 3,656,0.83000000
median 3 random,656,0.94000000
median 9,656,0.86000000
median 9 random,656,0.96000000
dual pivot,656,0.75000000
insertion,657,3122.71000000
first,657,0.85000000
random,657,0.87000000
mid,657,0.82000000
median 3,657,0.83000000
median 3 random,657,0.93000000
median 9,657,0.87000000
median 9 random,657,0.97000000
dual pivot,657,0.74000000
insertion,658,3123.49000000
first,658,0.86000000
random,658,0.86000000
mid,658,0.82000000
median 3,658,0.84000000
median 3 random,658,0.93000000
median 9,658,0.86000000
median 9 random,658,0.97000000
dual pivot,658,0.74000000
insertion,659,3125.58000000
first,659,0.84000000
random,659,0.87000000
mid,659,0.82000000
median 3,659,0.82000000
median 3 random,659,0.94000000
median 9,659,0.85000000
median 9 random,659,0.97000000
dual pivot,659,0.74000000
insertion,660,3136.21000000
first,660,0.86000000
random,660,0.87000000
mid,660,0.84000000
median 3,660,0.98000000
median 3 random,660,0.94000000
median 9,660,0.85000000
median 9 random,660,0.97000000
dual pivot,660,0.75000000
insertion,661,3128.61000000
first,661,0.85000000
random,661,0.87000000
mid,661,0.82000000
median 3,661,0.84000000
median 3 random,661,0.93000000
median 9,661,0.86000000
median 9 random,661,0.97000000
dual pivot,661,0.74000000
insertion,662,3139.74000000
first,662,0.85000000
random,662,0.87000000
mid,662,0.82000000
median 3,662,0.84000000
median 3 random,662,0.93000000
median 9,662,0.86000000
median 9 random,662,0.97000000
dual pivot,662,0.75000000
insertion,663,3132.07000000
first,663,0.85000000
random,663,0.87000000
mid,663,0.82000000
median 3,663,0.84000000
median 3 random,663,0.93000000
median 9,663,0.86000000
median 9 random,663,0.97000000
dual pivot,663,0.81000000
insertion,664,3119.61000000
first,664,0.85000000
random,664,0.87000000
mid,664,0.82000000
median 3,664,0.84000000
median 3 random,664,0.93000000
median 9,664,0.86000000
median 9 random,664,0.97000000
