algorithm,instance,time
first,10,0.86000000
random,10,0.87000000
mid,10,0.81000000
median 3,10,0.83000000
median 3 random,10,0.94000000
median 9,10,0.86000000
median 9 random,10,0.97000000
dual pivot,10,0.75000000
insertion,11,3122.06000000
first,11,0.86000000
random,11,0.87000000
mid,11,0.82000000
median 3,11,0.83000000
median 3 random,11,0.94000000
median 9,11,0.86000000
median 9 random,11,0.97000000
dual pivot,11,0.74000000
insertion,12,3109.56000000
first,12,0.86000000
random,12,0.86000000
mid,12,0.82000000
median 3,12,0.84000000
median 3 random,12,0.93000000
median 9,12,0.86000000
median 9 random,12,0.97000000
dual pivot,12,0.74000000
insertion,13,3107.94000000
first,13,0.84000000
random,13,0.87000000
mid,13,0.82000000
median 3,13,0.83000000
median 3 random,13,0.93000000
median 9,13,0.86000000
median 9 random,13,0.97000000
dual pivot,13,0.74000000
insertion,14,3111.82000000
first,14,0.86000000
random,14,0.87000000
mid,14,0.82000000
median 3,14,0.83000000
median 3 random,14,0.94000000
median 9,14,0.86000000
median 9 random,14,0.96000000
dual pivot,14,0.75000000
insertion,15,3109.07000000
first,15,0.85000000
random,15,0.87000000
mid,15,0.82000000
median 3,15,0.83000000
median 3 random,15,0.94000000
median 9,15,0.86000000
median 9 random,15,0.97000000
dual pivot,15,0.74000000
insertion,16,3111.45000000
first,16,0.86000000
random,16,0.87000000
mid,16,0.82000000
median 3,16,0.84000000
median 3 random,16,0.93000000
median 9,16,0.86000000
median 9 random,16,0.97000000
dual pivot,16,0.74000000
insertion,17,3116.79000000
first,17,0.86000000
random,17,0.87000000
mid,17,0.82000000
median 3,17,0.83000000
median 3 random,17,0.94000000
median 9,17,0.85000000
median 9 random,17,0.97000000
dual pivot,17,0.75000000
insertion,18,3124.38000000
first,18,0.86000000
random,18,0.87000000
mid,18,0.82000000
median 3,18,0.83000000
median 3 random,18,0.94000000
median 9,18,0.85000000
median 9 random,18,0.97000000
dual pivot,18,0.74000000
insertion,19,3106.32000000
first,19,0.87000000
random,19,0.87000000
mid,19,0.81000000
median 3,19,0.84000000
median 3 random,19,0.93000000
median 9,19,0.87000000
median 9 random,19,0.96000000
dual pivot,19,0.75000000
insertion,20,3120.45000000
first,20,0.86000000
random,20,0.86000000
mid,20,0.83000000
median 3,20,0.83000000
median 3 random,20,0.94000000
median 9,20,0.86000000
median 9 random,20,0.97000000
dual pivot,20,0.74000000
insertion,21,3110.72000000
first,21,0.86000000
random,21,0.87000000
mid,21,0.82000000
median 3,21,0.83000000
median 3 random,21,0.94000000
median 9,21,0.86000000
median 9 random,21,0.97000000
dual pivot,21,0.75000000
insertion,22,3115.38000000
first,22,0.85000000
random,22,0.87000000
mid,22,0.82000000
median 3,22,0.83000000
median 3 random,22,0.93000000
median 9,22,0.86000000
median 9 random,22,0.97000000
dual pivot,22,0.75000000
insertion,23,3104.76000000
first,23,0.85000000
random,23,0.87000000
mid,23,0.82000000
median 3,23,0.83000000
median 3 random,23,0.94000000
median 9,23,0.86000000
median 9 random,23,0.97000000
dual pivot,23,0.74000000
insertion,24,3115.14000000
first,24,0.86000000
random,24,0.87000000
mid,24,0.82000000
median 3,24,0.83000000
median 3 random,24,0.94000000
median 9,24,0.86000000
median 9 random,24,0.97000000
dual pivot,24,0.74000000
insertion,25,3112.55000000
first,25,0.86000000
random,25,0.87000000
mid,25,0.81000000
median 3,25,0.83000000
median 3 random,25,0.94000000
median 9,25,0.86000000
median 9 random,25,0.97000000
dual pivot,25,0.73000000
insertion,26,3112.03000000
first,26,0.86000000
random,26,0.87000000
mid,26,0.83000000
median 3,26,0.83000000
median 3 random,26,0.94000000
median 9,26,0.86000000
median 9 random,26,0.97000000
dual pivot,26,0.75000000
insertion,27,3115.68000000
first,27,0.86000000
random,27,0.86000000
mid,27,0.82000000
median 3,27,0.83000000
median 3 random,27,0.94000000
median 9,27,0.86000000
median 9 random,27,0.96000000
dual pivot,27,0.75000000
insertion,28,3106.87000000
first,28,0.84000000
random,28,0.87000000
mid,28,0.82000000
median 3,28,0.83000000
median 3 random,28,0.93000000
median 9,28,0.86000000
median 9 random,28,0.97000000
dual pivot,28,0.74000000
insertion,29,3106.17000000
first,29,0.86000000
random,29,0.87000000
mid,29,0.83000000
median 3,29,0.83000000
median 3 random,29,0.94000000
median 9,29,0.86000000
median 9 random,29,0.97000000
dual pivot,29,0.74000000
insertion,30,3110.56000000
first,30,0.85000000
random,30,0.86000000
mid,30,0.82000000
median 3,30,0.84000000
median 3 random,30,0.93000000
median 9,30,0.86000000
median 9 random,30,0.97000000
dual pivot,30,0.75000000
insertion,31,3126.60000000
first,31,0.86000000
random,31,0.86000000
mid,31,0.83000000
median 3,31,0.83000000
median 3 random,31,0.94000000
median 9,31,0.86000000
median 9 random,31,0.97000000
dual pivot,31,0.74000000
insertion,32,3113.92000000
first,32,0.85000000
random,32,0.87000000
mid,32,0.81000000
median 3,32,0.84000000
median 3 random,32,0.93000000
median 9,32,0.86000000
median 9 random,32,0.97000000
dual pivot,32,0.76000000
insertion,33,3114.88000000
first,33,0.85000000
random,33,0.87000000
mid,33,0.83000000
median 3,33,0.84000000
median 3 random,33,0.94000000
median 9,33,0.85000000
median 9 random,33,0.97000000
dual pivot,33,0.75000000
insertion,34,3112.13000000
first,34,0.86000000
random,34,0.87000000
mid,34,0.83000000
median 3,34,0.83000000
median 3 random,34,0.94000000
median 9,34,0.86000000
median 9 random,34,0.97000000
dual pivot,34,0.75000000
insertion,35,3099.91000000
first,35,0.87000000
random,35,0.87000000
mid,35,0.81000000
median 3,35,0.83000000
median 3 random,35,0.94000000
median 9,35,0.86000000
median 9 random,35,0.97000000
dual pivot,35,0.74000000
insertion,36,3096.82000000
first,36,0.85000000
random,36,0.87000000
mid,36,0.81000000
median 3,36,0.84000000
median 3 random,36,0.93000000
median 9,36,0.87000000
median 9 random,36,0.96000000
dual pivot,36,0.74000000
insertion,37,3110.84000000
first,37,0.86000000
random,37,0.87000000
mid,37,0.81000000
median 3,37,0.83000000
median 3 random,37,0.94000000
median 9,37,0.86000000
median 9 random,37,0.97000000
dual pivot,37,0.75000000
insertion,38,3109.55000000
first,38,0.86000000
random,38,0.86000000
mid,38,0.83000000
median 3,38,0.83000000
median 3 random,38,0.93000000
median 9,38,0.86000000
median 9 random,38,0.97000000
dual pivot,38,0.75000000
insertion,39,3115.88000000
first,39,0.86000000
random,39,0.87000000
mid,39,0.82000000
median 3,39,0.84000000
median 3 random,39,0.95000000
median 9,39,0.86000000
median 9 random,39,0.97000000
dual pivot,39,0.76000000
insertion,40,3110.08000000
first,40,0.84000000
random,40,0.87000000
mid,40,0.82000000
median 3,40,0.83000000
median 3 random,40,0.94000000
median 9,40,0.86000000
median 9 random,40,0.97000000
dual pivot,40,0.74000000
insertion,41,3111.95000000
first,41,0.85000000
random,41,0.87000000
mid,41,0.82000000
median 3,41,0.83000000
median 3 random,41,0.94000000
median 9,41,0.85000000
median 9 random,41,0.97000000
dual pivot,41,0.75000000
insertion,42,3112.33000000
first,42,0.85000000
random,42,0.86000000
mid,42,0.83000000
median 3,42,0.83000000
median 3 random,42,0.93000000
median 9,42,0.86000000
median 9 random,42,0.97000000
dual pivot,42,0.75000000
insertion,43,3123.83000000
first,43,0.86000000
random,43,0.86000000
mid,43,0.82000000
median 3,43,0.83000000
median 3 random,43,0.94000000
median 9,43,0.86000000
median 9 random,43,0.97000000
dual pivot,43,0.74000000
insertion,44,3107.01000000
first,44,0.85000000
random,44,0.87000000
mid,44,0.82000000
median 3,44,0.83000000
median 3 random,44,0.95000000
median 9,44,0.86000000
median 9 random,44,0.97000000
dual pivot,44,0.75000000
insertion,45,3099.25000000
first,45,0.86000000
random,45,0.86000000
mid,45,0.82000000
median 3,45,0.84000000
median 3 random,45,0.93000000
median 9,45,0.86000000
median 9 random,45,0.97000000
dual pivot,45,0.75000000
insertion,46,3125.52000000
first,46,0.85000000
random,46,0.87000000
mid,46,0.82000000
median 3,46,0.83000000
median 3 random,46,0.94000000
median 9,46,0.86000000
median 9 random,46,0.97000000
dual pivot,46,0.74000000
insertion,47,3111.34000000
first,47,0.87000000
random,47,0.86000000
mid,47,0.82000000
median 3,47,0.84000000
median 3 random,47,0.93000000
median 9,47,0.86000000
median 9 random,47,0.97000000
dual pivot,47,0.75000000
insertion,48,3109.56000000
first,48,0.85000000
random,48,0.86000000
mid,48,0.82000000
median 3,48,0.83000000
median 3 random,48,0.93000000
median 9,48,0.86000000
median 9 random,48,0.97000000
dual pivot,48,0.74000000
insertion,49,3110.34000000
first,49,0.85000000
random,49,0.87000000
mid,49,0.83000000
median 3,49,0.83000000
median 3 random,49,0.94000000
median 9,49,0.86000000
median 9 random,49,0.96000000
dual pivot,49,0.75000000
insertion,50,3107.97000000
first,50,0.86000000
random,50,0.86000000
mid,50,0.82000000
median 3,50,0.83000000
median 3 random,50,0.93000000
median 9,50,0.86000000
median 9 random,50,0.97000000
dual pivot,50,0.75000000
insertion,51,3118.37000000
first,51,0.85000000
random,51,0.87000000
mid,51,0.83000000
median 3,51,0.83000000
median 3 random,51,0.93000000
median 9,51,0.86000000
median 9 random,51,0.97000000
dual pivot,51,0.73000000
insertion,52,3125.61000000
first,52,0.86000000
random,52,0.86000000
mid,52,0.83000000
median 3,52,0.84000000
median 3 random,52,0.93000000
median 9,52,0.86000000
median 9 random,52,0.97000000
dual pivot,52,0.74000000
insertion,53,3112.11000000
first,53,0.85000000
random,53,0.87000000
mid,53,0.83000000
median 3,53,0.83000000
median 3 random,53,0.94000000
median 9,53,0.86000000
median 9 random,53,0.97000000
dual pivot,53,0.74000000
insertion,54,3114.29000000
first,54,0.85000000
random,54,0.88000000
mid,54,0.83000000
median 3,54,0.84000000
median 3 random,54,0.94000000
median 9,54,0.86000000
median 9 random,54,0.97000000
dual pivot,54,0.74000000
insertion,55,3110.07000000
first,55,0.87000000
random,55,0.86000000
mid,55,0.83000000
median 3,55,0.83000000
median 3 random,55,0.93000000
median 9,55,0.86000000
median 9 random,55,0.97000000
dual pivot,55,0.75000000
insertion,56,3119.81000000
first,56,0.85000000
random,56,0.87000000
mid,56,0.82000000
median 3,56,0.83000000
median 3 random,56,0.93000000
median 9,56,0.87000000
median 9 random,56,0.96000000
dual pivot,56,0.75000000
insertion,57,3106.58000000
first,57,0.85000000
random,57,0.87000000
mid,57,0.82000000
median 3,57,0.83000000
median 3 random,57,0.94000000
median 9,57,0.85000000
median 9 random,57,0.97000000
dual pivot,57,0.75000000
insertion,58,3109.84000000
first,58,0.86000000
random,58,0.87000000
mid,58,0.83000000
median 3,58,0.83000000
median 3 random,58,0.93000000
median 9,58,0.87000000
median 9 random,58,0.97000000
dual pivot,58,0.74000000
insertion,59,3110.10000000
first,59,0.85000000
random,59,0.87000000
mid,59,0.82000000
median 3,59,0.84000000
median 3 random,59,0.93000000
median 9,59,0.86000000
median 9 random,59,0.97000000
dual pivot,59,0.74000000
insertion,60,3115.50000000
first,60,0.86000000
random,60,0.86000000
mid,60,0.83000000
median 3,60,0.83000000
median 3 random,60,0.94000000
median 9,60,0.86000000
median 9 random,60,0.96000000
dual pivot,60,0.75000000
insertion,61,3108.49000000
first,61,0.85000000
random,61,0.87000000
mid,61,0.82000000
median 3,61,0.83000000
median 3 random,61,0.94000000
median 9,61,0.86000000
median 9 random,61,0.96000000
dual pivot,61,0.75000000
insertion,62,3106.16000000
first,62,0.86000000
random,62,0.87000000
mid,62,0.82000000
median 3,62,0.83000000
median 3 random,62,0.93000000
median 9,62,0.86000000
median 9 random,62,0.97000000
dual pivot,62,0.74000000
insertion,63,3110.19000000
first,63,0.85000000
random,63,0.86000000
mid,63,0.82000000
median 3,63,0.83000000
median 3 random,63,0.93000000
median 9,63,0.86000000
median 9 random,63,0.97000000
dual pivot,63,0.75000000
insertion,64,3112.90000000
first,64,0.85000000
random,64,0.87000000
mid,64,0.82000000
median 3,64,0.84000000
median 3 random,64,0.93000000
median 9,64,0.87000000
median 9 random,64,0.97000000
dual pivot,64,0.74000000
insertion,65,3114.41000000
first,65,0.86000000
random,65,0.86000000
mid,65,0.83000000
median 3,65,0.83000000
median 3 random,65,0.94000000
median 9,65,0.85000000
median 9 random,65,0.97000000
dual pivot,65,0.75000000
insertion,66,3121.63000000
first,66,0.86000000
random,66,0.87000000
mid,66,0.82000000
median 3,66,0.83000000
median 3 random,66,0.93000000
median 9,66,0.86000000
median 9 random,66,0.97000000
dual pivot,66,0.74000000
insertion,67,3107.21000000
first,67,0.86000000
random,67,0.86000000
mid,67,0.83000000
median 3,67,0.83000000
median 3 random,67,0.93000000
median 9,67,0.86000000
median 9 random,67,0.97000000
dual pivot,67,0.74000000
insertion,68,3110.61000000
first,68,0.85000000
random,68,0.87000000
mid,68,0.81000000
median 3,68,0.84000000
median 3 random,68,0.93000000
median 9,68,0.86000000
median 9 random,68,0.97000000
dual pivot,68,0.75000000
insertion,69,3112.68000000
first,69,0.85000000
random,69,0.87000000
mid,69,0.82000000
median 3,69,0.84000000
median 3 random,69,0.93000000
median 9,69,0.86000000
median 9 random,69,0.97000000
dual pivot,69,0.74000000
insertion,70,3112.52000000
first,70,0.85000000
random,70,0.87000000
mid,70,0.82000000
median 3,70,0.84000000
median 3 random,70,0.93000000
median 9,70,0.86000000
median 9 random,70,0.97000000
dual pivot,70,0.74000000
insertion,71,3116.01000000
first,71,0.86000000
random,71,0.86000000
mid,71,0.82000000
median 3,71,0.84000000
median 3 random,71,0.93000000
median 9,71,0.86000000
median 9 random,71,0.97000000
dual pivot,71,0.75000000
insertion,72,3111.35000000
first,72,0.86000000
random,72,0.87000000
mid,72,0.82000000
median 3,72,0.83000000
median 3 random,72,0.94000000
median 9,72,0.86000000
median 9 random,72,0.96000000
dual pivot,72,0.75000000
insertion,73,3112.15000000
first,73,0.86000000
random,73,0.87000000
mid,73,0.82000000
median 3,73,0.83000000
median 3 random,73,0.93000000
median 9,73,0.86000000
median 9 random,73,0.97000000
dual pivot,73,0.74000000
insertion,74,3115.20000000
first,74,0.85000000
random,74,0.87000000
mid,74,0.82000000
median 3,74,0.83000000
median 3 random,74,0.94000000
median 9,74,0.86000000
median 9 random,74,0.97000000
dual pivot,74,0.74000000
insertion,75,3102.00000000
first,75,0.85000000
random,75,0.87000000
mid,75,0.82000000
median 3,75,0.83000000
median 3 random,75,0.94000000
median 9,75,0.86000000
median 9 random,75,0.96000000
dual pivot,75,0.75000000
insertion,76,3113.20000000
first,76,0.84000000
random,76,0.87000000
mid,76,0.82000000
median 3,76,0.84000000
median 3 random,76,0.93000000
median 9,76,0.86000000
median 9 random,76,0.97000000
dual pivot,76,0.74000000
insertion,77,3112.21000000
first,77,0.86000000
random,77,0.87000000
mid,77,0.82000000
median 3,77,0.83000000
median 3 random,77,0.94000000
median 9,77,0.86000000
median 9 random,77,0.96000000
dual pivot,77,0.75000000
insertion,78,3110.49000000
first,78,0.87000000
random,78,0.87000000
mid,78,0.82000000
median 3,78,0.83000000
median 3 random,78,0.94000000
median 9,78,0.85000000
median 9 random,78,0.97000000
dual pivot,78,0.74000000
insertion,79,3107.49000000
first,79,0.86000000
random,79,0.86000000
mid,79,0.82000000
median 3,79,0.84000000
median 3 random,79,0.93000000
median 9,79,0.86000000
median 9 random,79,0.97000000
dual pivot,79,0.75000000
insertion,80,3111.53000000
first,80,0.86000000
random,80,0.86000000
mid,80,0.83000000
median 3,80,0.83000000
median 3 random,80,0.93000000
median 9,80,0.87000000
median 9 random,80,0.96000000
dual pivot,80,0.75000000
insertion,81,3117.23000000
first,81,0.85000000
random,81,0.87000000
mid,81,0.82000000
median 3,81,0.84000000
median 3 random,81,0.93000000
median 9,81,0.87000000
median 9 random,81,0.97000000
dual pivot,81,0.74000000
insertion,82,3112.09000000
first,82,0.84000000
random,82,0.87000000
mid,82,0.83000000
median 3,82,0.83000000
median 3 random,82,0.93000000
median 9,82,0.86000000
median 9 random,82,0.97000000
dual pivot,82,0.75000000
insertion,83,3102.62000000
first,83,0.85000000
random,83,0.87000000
mid,83,0.82000000
median 3,83,0.83000000
median 3 random,83,0.94000000
median 9,83,0.86000000
median 9 random,83,0.97000000
dual pivot,83,0.74000000
insertion,84,3114.14000000
first,84,0.86000000
random,84,0.87000000
mid,84,0.82000000
median 3,84,0.83000000
median 3 random,84,0.94000000
median 9,84,0.86000000
median 9 random,84,0.97000000
dual pivot,84,0.74000000
insertion,85,3118.22000000
first,85,0.86000000
random,85,0.86000000
mid,85,0.82000000
median 3,85,0.83000000
median 3 random,85,0.94000000
median 9,85,0.86000000
median 9 random,85,0.97000000
dual pivot,85,0.75000000
insertion,86,3122.70000000
first,86,0.87000000
random,86,0.87000000
mid,86,0.82000000
median 3,86,0.84000000
median 3 random,86,0.93000000
median 9,86,0.86000000
median 9 random,86,0.97000000
dual pivot,86,0.75000000
insertion,87,3111.79000000
first,87,0.86000000
random,87,0.87000000
mid,87,0.82000000
median 3,87,0.84000000
median 3 random,87,0.93000000
median 9,87,0.86000000
median 9 random,87,0.97000000
dual pivot,87,0.74000000
insertion,88,3119.27000000
first,88,0.86000000
random,88,0.87000000
mid,88,0.82000000
median 3,88,0.83000000
median 3 random,88,0.94000000
median 9,88,0.85000000
median 9 random,88,0.97000000
dual pivot,88,0.75000000
insertion,89,3108.85000000
first,89,0.85000000
random,89,0.87000000
mid,89,0.82000000
median 3,89,0.83000000
median 3 random,89,0.94000000
median 9,89,0.86000000
median 9 random,89,0.97000000
dual pivot,89,0.75000000
insertion,90,3111.00000000
first,90,0.86000000
random,90,0.87000000
mid,90,0.82000000
median 3,90,0.83000000
median 3 random,90,0.93000000
median 9,90,0.86000000
median 9 random,90,0.97000000
dual pivot,90,0.75000000
insertion,91,3112.21000000
first,91,0.87000000
random,91,0.86000000
mid,91,0.82000000
median 3,91,0.83000000
median 3 random,91,0.94000000
median 9,91,0.86000000
median 9 random,91,0.97000000
dual pivot,91,0.73000000
insertion,92,3109.92000000
first,92,0.85000000
random,92,0.87000000
mid,92,0.82000000
median 3,92,0.84000000
median 3 random,92,0.93000000
median 9,92,0.86000000
median 9 random,92,0.97000000
dual pivot,92,0.74000000
insertion,93,3101.26000000
first,93,0.86000000
random,93,0.87000000
mid,93,0.83000000
median 3,93,0.84000000
median 3 random,93,0.94000000
median 9,93,0.86000000
median 9 random,93,0.97000000
dual pivot,93,0.74000000
insertion,94,3109.62000000
first,94,0.86000000
random,94,0.87000000
mid,94,0.82000000
median 3,94,0.83000000
median 3 random,94,0.94000000
median 9,94,0.86000000
median 9 random,94,0.96000000
dual pivot,94,0.75000000
insertion,95,3112.43000000
first,95,0.86000000
random,95,0.87000000
mid,95,0.82000000
median 3,95,0.84000000
median 3 random,95,0.94000000
median 9,95,0.86000000
median 9 random,95,0.97000000
dual pivot,95,0.74000000
insertion,96,3113.20000000
first,96,0.85000000
random,96,0.87000000
mid,96,0.82000000
median 3,96,0.83000000
median 3 random,96,0.94000000
median 9,96,0.86000000
median 9 random,96,0.97000000
dual pivot,96,0.74000000
insertion,97,3116.58000000
first,97,0.87000000
random,97,0.87000000
mid,97,0.82000000
median 3,97,0.83000000
median 3 random,97,0.97000000
median 9,97,0.87000000
median 9 random,97,0.96000000
dual pivot,97,0.75000000
insertion,98,3116.91000000
first,98,0.85000000
random,98,0.87000000
mid,98,0.82000000
median 3,98,0.83000000
median 3 random,98,0.94000000
median 9,98,0.86000000
median 9 random,98,0.98000000
dual pivot,98,0.74000000
insertion,99,3121.86000000
first,99,0.86000000
random,99,0.87000000
mid,99,0.82000000
median 3,99,0.83000000
median 3 random,99,0.94000000
median 9,99,0.86000000
median 9 random,99,0.97000000
dual pivot,99,0.74000000
insertion,100,3066.45000000
first,100,0.82000000
random,100,0.83000000
mid,100,0.80000000
median 3,100,0.83000000
median 3 random,100,0.91000000
median 9,100,0.83000000
median 9 random,100,0.95000000
dual pivot,100,0.73000000
insertion,101,3130.25000000
first,101,0.85000000
random,101,0.87000000
mid,101,0.82000000
median 3,101,0.83000000
median 3 random,101,0.93000000
median 9,101,0.86000000
median 9 random,101,0.97000000
dual pivot,101,0.74000000
insertion,102,3116.97000000
first,102,0.85000000
random,102,0.87000000
mid,102,0.81000000
median 3,102,0.83000000
median 3 random,102,0.93000000
median 9,102,0.86000000
median 9 random,102,0.97000000
dual pivot,102,0.75000000
insertion,103,3123.97000000
first,103,0.86000000
random,103,0.87000000
mid,103,0.82000000
median 3,103,0.84000000
median 3 random,103,0.94000000
median 9,103,0.86000000
median 9 random,103,0.98000000
dual pivot,103,0.74000000
insertion,104,3126.60000000
first,104,0.86000000
random,104,0.87000000
mid,104,0.82000000
median 3,104,0.83000000
median 3 random,104,0.94000000
median 9,104,0.86000000
median 9 random,104,0.97000000
dual pivot,104,0.74000000
insertion,105,3110.57000000
first,105,0.85000000
random,105,0.87000000
mid,105,0.82000000
median 3,105,0.83000000
median 3 random,105,0.93000000
median 9,105,0.86000000
median 9 random,105,0.96000000
dual pivot,105,0.75000000
insertion,106,3109.07000000
first,106,0.85000000
random,106,0.87000000
mid,106,0.81000000
median 3,106,0.83000000
median 3 random,106,0.94000000
median 9,106,0.86000000
median 9 random,106,0.96000000
dual pivot,106,0.75000000
insertion,107,3105.88000000
first,107,0.85000000
random,107,0.87000000
mid,107,0.82000000
median 3,107,0.83000000
median 3 random,107,0.94000000
median 9,107,0.85000000
median 9 random,107,0.97000000
dual pivot,107,0.75000000
insertion,108,3115.97000000
first,108,0.85000000
random,108,0.87000000
mid,108,0.82000000
median 3,108,0.83000000
median 3 random,108,0.94000000
median 9,108,0.86000000
median 9 random,108,0.97000000
dual pivot,108,0.74000000
insertion,109,3114.33000000
first,109,0.85000000
random,109,0.87000000
mid,109,0.82000000
median 3,109,0.84000000
median 3 random,109,0.93000000
median 9,109,0.86000000
median 9 random,109,0.97000000
dual pivot,109,0.75000000
insertion,110,3108.95000000
first,110,0.85000000
random,110,0.87000000
mid,110,0.82000000
median 3,110,0.83000000
median 3 random,110,0.93000000
median 9,110,0.86000000
median 9 random,110,0.97000000
dual pivot,110,0.74000000
insertion,111,3117.43000000
first,111,0.86000000
random,111,0.86000000
mid,111,0.82000000
median 3,111,0.83000000
median 3 random,111,0.93000000
median 9,111,0.86000000
median 9 random,111,0.97000000
dual pivot,111,0.74000000
insertion,112,3115.67000000
first,112,0.85000000
random,112,0.87000000
mid,112,0.82000000
median 3,112,0.84000000
median 3 random,112,0.93000000
median 9,112,0.86000000
median 9 random,112,0.97000000
dual pivot,112,0.75000000
insertion,113,3119.16000000
first,113,0.85000000
random,113,0.87000000
mid,113,0.82000000
median 3,113,0.83000000
median 3 random,113,0.94000000
median 9,113,0.86000000
median 9 random,113,0.97000000
dual pivot,113,0.75000000
insertion,114,3101.79000000
first,114,0.85000000
random,114,0.87000000
mid,114,0.82000000
median 3,114,0.83000000
median 3 random,114,0.93000000
median 9,114,0.87000000
median 9 random,114,0.96000000
dual pivot,114,0.75000000
insertion,115,3113.76000000
first,115,0.86000000
random,115,0.86000000
mid,115,0.82000000
median 3,115,0.84000000
median 3 random,115,0.93000000
median 9,115,0.86000000
median 9 random,115,0.97000000
dual pivot,115,0.74000000
insertion,116,3104.98000000
first,116,0.85000000
random,116,0.87000000
mid,116,0.82000000
median 3,116,0.83000000
median 3 random,116,0.93000000
median 9,116,0.86000000
median 9 random,116,0.97000000
dual pivot,116,0.74000000
insertion,117,3110.24000000
first,117,0.86000000
random,117,0.87000000
mid,117,0.81000000
median 3,117,0.84000000
median 3 random,117,0.93000000
median 9,117,0.87000000
median 9 random,117,0.97000000
dual pivot,117,0.74000000
insertion,118,3108.43000000
first,118,0.85000000
random,118,0.87000000
mid,118,0.82000000
median 3,118,0.83000000
median 3 random,118,0.94000000
median 9,118,0.86000000
median 9 random,118,0.97000000
dual pivot,118,0.74000000
insertion,119,3102.54000000
first,119,0.86000000
random,119,0.87000000
mid,119,0.82000000
median 3,119,0.83000000
median 3 random,119,0.93000000
median 9,119,0.86000000
median 9 random,119,0.97000000
dual pivot,119,0.74000000
insertion,120,3112.79000000
first,120,0.84000000
random,120,0.87000000
mid,120,0.83000000
median 3,120,0.83000000
median 3 random,120,0.93000000
median 9,120,0.86000000
median 9 random,120,0.97000000
dual pivot,120,0.74000000
insertion,121,3108.75000000
first,121,0.86000000
random,121,0.86000000
mid,121,0.83000000
median 3,121,0.83000000
median 3 random,121,0.94000000
median 9,121,0.86000000
median 9 random,121,0.96000000
dual pivot,121,0.75000000
insertion,122,3108.51000000
first,122,0.85000000
random,122,0.87000000
mid,122,0.82000000
median 3,122,0.83000000
median 3 random,122,0.93000000
median 9,122,0.86000000
median 9 random,122,0.97000000
dual pivot,122,0.74000000
insertion,123,3123.63000000
first,123,0.85000000
random,123,0.87000000
mid,123,0.82000000
median 3,123,0.83000000
median 3 random,123,0.93000000
median 9,123,0.86000000
median 9 random,123,0.97000000
dual pivot,123,0.74000000
insertion,124,3110.38000000
first,124,0.86000000
random,124,0.87000000
mid,124,0.82000000
median 3,124,0.83000000
median 3 random,124,0.94000000
median 9,124,0.86000000
median 9 random,124,0.97000000
dual pivot,124,0.74000000
insertion,125,3113.52000000
first,125,0.86000000
random,125,0.86000000
mid,125,0.83000000
median 3,125,0.84000000
median 3 random,125,0.93000000
median 9,125,0.86000000
median 9 random,125,0.97000000
dual pivot,125,0.75000000
insertion,126,3116.22000000
first,126,0.85000000
random,126,0.87000000
mid,126,0.82000000
median 3,126,0.83000000
median 3 random,126,0.93000000
median 9,126,0.86000000
median 9 random,126,0.97000000
dual pivot,126,0.75000000
insertion,127,3118.42000000
first,127,0.86000000
random,127,0.86000000
mid,127,0.83000000
median 3,127,0.84000000
median 3 random,127,0.94000000
median 9,127,0.85000000
median 9 random,127,0.97000000
dual pivot,127,0.74000000
