algorithm,instance,time
median 9,915,0.16000000
median 9 random,915,0.18000000
dual pivot,915,0.14000000
insertion,916,122.87000000
first,916,0.15000000
random,916,0.16000000
mid,916,0.15000000
median 3,916,0.16000000
median 3 random,916,0.17000000
median 9,916,0.16000000
median 9 random,916,0.18000000
dual pivot,916,0.13000000
insertion,917,124.07000000
first,917,0.16000000
random,917,0.16000000
mid,917,0.15000000
median 3,917,0.15000000
median 3 random,917,0.18000000
median 9,917,0.16000000
median 9 random,917,0.18000000
dual pivot,917,0.14000000
insertion,918,123.25000000
first,918,0.16000000
random,918,0.16000000
mid,918,0.15000000
median 3,918,0.15000000
median 3 random,918,0.18000000
median 9,918,0.15000000
median 9 random,918,0.19000000
dual pivot,918,0.13000000
insertion,919,123.87000000
first,919,0.15000000
random,919,0.17000000
mid,919,0.14000000
median 3,919,0.16000000
median 3 random,919,0.17000000
median 9,919,0.16000000
median 9 random,919,0.18000000
dual pivot,919,0.13000000
insertion,920,122.35000000
first,920,0.15000000
random,920,0.16000000
mid,920,0.16000000
median 3,920,0.15000000
median 3 random,920,0.17000000
median 9,920,0.16000000
median 9 random,920,0.18000000
dual pivot,920,0.14000000
insertion,921,123.60000000
first,921,0.16000000
random,921,0.16000000
mid,921,0.15000000
median 3,921,0.15000000
median 3 random,921,0.18000000
median 9,921,0.16000000
median 9 random,921,0.18000000
dual pivot,921,0.13000000
insertion,922,123.14000000
first,922,0.15000000
random,922,0.17000000
mid,922,0.15000000
median 3,922,0.15000000
median 3 random,922,0.17000000
median 9,922,0.16000000
median 9 random,922,0.18000000
dual pivot,922,0.14000000
insertion,923,123.22000000
first,923,0.15000000
random,923,0.17000000
mid,923,0.15000000
median 3,923,0.15000000
median 3 random,923,0.17000000
median 9,923,0.16000000
median 9 random,923,0.18000000
dual pivot,923,0.14000000
insertion,924,122.29000000
first,924,0.16000000
random,924,0.16000000
mid,924,0.15000000
median 3,924,0.15000000
median 3 random,924,0.18000000
median 9,924,0.15000000
median 9 random,924,0.19000000
dual pivot,924,0.13000000
insertion,925,123.92000000
first,925,0.15000000
random,925,0.16000000
mid,925,0.16000000
median 3,925,0.15000000
median 3 random,925,0.17000000
median 9,925,0.16000000
median 9 random,925,0.18000000
dual pivot,925,0.14000000
insertion,926,123.75000000
first,926,0.16000000
random,926,0.16000000
mid,926,0.15000000
median 3,926,0.16000000
median 3 random,926,0.17000000
median 9,926,0.16000000
median 9 random,926,0.18000000
dual pivot,926,0.14000000
insertion,927,123.94000000
first,927,0.16000000
random,927,0.16000000
mid,927,0.15000000
median 3,927,0.15000000
median 3 random,927,0.18000000
median 9,927,0.16000000
median 9 random,927,0.18000000
dual pivot,927,0.13000000
insertion,928,123.43000000
first,928,0.16000000
random,928,0.16000000
mid,928,0.15000000
median 3,928,0.16000000
median 3 random,928,0.17000000
median 9,928,0.16000000
median 9 random,928,0.18000000
dual pivot,928,0.14000000
insertion,929,123.36000000
first,929,0.16000000
random,929,0.16000000
mid,929,0.15000000
median 3,929,0.16000000
median 3 random,929,0.17000000
median 9,929,0.16000000
median 9 random,929,0.18000000
dual pivot,929,0.14000000
insertion,930,123.92000000
first,930,0.16000000
random,930,0.16000000
mid,930,0.15000000
median 3,930,0.16000000
median 3 random,930,0.17000000
median 9,930,0.16000000
median 9 random,930,0.18000000
dual pivot,930,0.14000000
insertion,931,123.38000000
first,931,0.16000000
random,931,0.16000000
mid,931,0.15000000
median 3,931,0.16000000
median 3 random,931,0.17000000
median 9,931,0.16000000
median 9 random,931,0.18000000
dual pivot,931,0.14000000
insertion,932,123.63000000
first,932,0.16000000
random,932,0.16000000
mid,932,0.15000000
median 3,932,0.15000000
median 3 random,932,0.18000000
median 9,932,0.15000000
median 9 random,932,0.19000000
dual pivot,932,0.13000000
insertion,933,123.09000000
first,933,0.16000000
random,933,0.16000000
mid,933,0.15000000
median 3,933,0.15000000
median 3 random,933,0.17000000
median 9,933,0.16000000
median 9 random,933,0.18000000
dual pivot,933,0.14000000
insertion,934,123.60000000
first,934,0.16000000
random,934,0.16000000
mid,934,0.15000000
median 3,934,0.15000000
median 3 random,934,0.18000000
median 9,934,0.16000000
median 9 random,934,0.18000000
dual pivot,934,0.13000000
insertion,935,123.22000000
first,935,0.16000000
random,935,0.16000000
mid,935,0.15000000
median 3,935,0.15000000
median 3 random,935,0.18000000
median 9,935,0.16000000
median 9 random,935,0.18000000
dual pivot,935,0.14000000
insertion,936,123.30000000
first,936,0.16000000
random,936,0.16000000
mid,936,0.15000000
median 3,936,0.16000000
median 3 random,936,0.17000000
median 9,936,0.16000000
median 9 random,936,0.18000000
dual pivot,936,0.14000000
insertion,937,122.54000000
first,937,0.16000000
random,937,0.16000000
mid,937,0.15000000
median 3,937,0.15000000
median 3 random,937,0.17000000
median 9,937,0.16000000
median 9 random,937,0.18000000
dual pivot,937,0.14000000
insertion,938,122.84000000
first,938,0.15000000
random,938,0.16000000
mid,938,0.16000000
median 3,938,0.15000000
median 3 random,938,0.17000000
median 9,938,0.16000000
median 9 random,938,0.18000000
dual pivot,938,0.14000000
insertion,939,123.94000000
first,939,0.16000000
random,939,0.16000000
mid,939,0.15000000
median 3,939,0.16000000
median 3 random,939,0.17000000
median 9,939,0.16000000
median 9 random,939,0.18000000
dual pivot,939,0.14000000
insertion,940,123.49000000
first,940,0.16000000
random,940,0.16000000
mid,940,0.15000000
median 3,940,0.15000000
median 3 random,940,0.18000000
median 9,940,0.15000000
median 9 random,940,0.19000000
dual pivot,940,0.13000000
insertion,941,124.00000000
first,941,0.16000000
random,941,0.16000000
mid,941,0.15000000
median 3,941,0.15000000
median 3 random,941,0.18000000
median 9,941,0.15000000
median 9 random,941,0.18000000
dual pivot,941,0.14000000
insertion,942,123.16000000
first,942,0.16000000
random,942,0.16000000
mid,942,0.15000000
median 3,942,0.15000000
median 3 random,942,0.18000000
median 9,942,0.16000000
median 9 random,942,0.18000000
dual pivot,942,0.14000000
insertion,943,123.07000000
first,943,0.16000000
random,943,0.16000000
mid,943,0.15000000
median 3,943,0.15000000
median 3 random,943,0.18000000
median 9,943,0.16000000
median 9 random,943,0.18000000
dual pivot,943,0.13000000
insertion,944,122.94000000
first,944,0.16000000
random,944,0.16000000
mid,944,0.15000000
median 3,944,0.16000000
median 3 random,944,0.17000000
median 9,944,0.16000000
median 9 random,944,0.18000000
dual pivot,944,0.14000000
insertion,945,123.64000000
first,945,0.16000000
random,945,0.16000000
mid,945,0.15000000
median 3,945,0.15000000
median 3 random,945,0.18000000
median 9,945,0.16000000
median 9 random,945,0.18000000
dual pivot,945,0.13000000
insertion,946,123.90000000
first,946,0.16000000
random,946,0.16000000
mid,946,0.15000000
median 3,946,0.15000000
median 3 random,946,0.18000000
median 9,946,0.15000000
median 9 random,946,0.19000000
dual pivot,946,0.13000000
insertion,947,122.54000000
first,947,0.16000000
random,947,0.16000000
mid,947,0.15000000
median 3,947,0.15000000
median 3 random,947,0.18000000
median 9,947,0.15000000
median 9 random,947,0.18000000
dual pivot,947,0.14000000
insertion,948,122.90000000
first,948,0.16000000
random,948,0.16000000
mid,948,0.15000000
median 3,948,0.16000000
median 3 random,948,0.17000000
median 9,948,0.16000000
median 9 random,948,0.18000000
dual pivot,948,0.13000000
insertion,949,123.53000000
first,949,0.16000000
random,949,0.16000000
mid,949,0.15000000
median 3,949,0.15000000
median 3 random,949,0.17000000
median 9,949,0.16000000
median 9 random,949,0.18000000
dual pivot,949,0.14000000
insertion,950,123.83000000
first,950,0.16000000
random,950,0.16000000
mid,950,0.15000000
median 3,950,0.15000000
median 3 random,950,0.18000000
median 9,950,0.15000000
median 9 random,950,0.18000000
dual pivot,950,0.14000000
insertion,951,123.18000000
first,951,0.15000000
random,951,0.16000000
mid,951,0.15000000
median 3,951,0.16000000
median 3 random,951,0.17000000
median 9,951,0.16000000
median 9 random,951,0.18000000
dual pivot,951,0.14000000
insertion,952,123.59000000
first,952,0.16000000
random,952,0.16000000
mid,952,0.15000000
median 3,952,0.15000000
median 3 random,952,0.18000000
median 9,952,0.16000000
median 9 random,952,0.18000000
dual pivot,952,0.14000000
insertion,953,123.36000000
first,953,0.16000000
random,953,0.16000000
mid,953,0.15000000
median 3,953,0.15000000
median 3 random,953,0.18000000
median 9,953,0.16000000
median 9 random,953,0.18000000
dual pivot,953,0.14000000
insertion,954,123.95000000
first,954,0.15000000
random,954,0.16000000
mid,954,0.16000000
median 3,954,0.15000000
median 3 random,954,0.17000000
median 9,954,0.16000000
median 9 random,954,0.18000000
dual pivot,954,0.14000000
insertion,955,124.00000000
first,955,0.15000000
random,955,0.16000000
mid,955,0.16000000
median 3,955,0.15000000
median 3 random,955,0.17000000
median 9,955,0.16000000
median 9 random,955,0.18000000
dual pivot,955,0.14000000
insertion,956,123.36000000
first,956,0.15000000
random,956,0.17000000
mid,956,0.15000000
median 3,956,0.15000000
median 3 random,956,0.17000000
median 9,956,0.16000000
median 9 random,956,0.18000000
dual pivot,956,0.14000000
insertion,957,122.67000000
first,957,0.16000000
random,957,0.16000000
mid,957,0.15000000
median 3,957,0.15000000
median 3 random,957,0.17000000
median 9,957,0.16000000
median 9 random,957,0.18000000
dual pivot,957,0.14000000
insertion,958,124.40000000
first,958,0.15000000
random,958,0.16000000
mid,958,0.15000000
median 3,958,0.16000000
median 3 random,958,0.17000000
median 9,958,0.16000000
median 9 random,958,0.18000000
dual pivot,958,0.14000000
insertion,959,122.98000000
first,959,0.16000000
random,959,0.16000000
mid,959,0.15000000
median 3,959,0.16000000
median 3 random,959,0.17000000
median 9,959,0.16000000
median 9 random,959,0.18000000
dual pivot,959,0.14000000
insertion,960,123.61000000
first,960,0.16000000
random,960,0.16000000
mid,960,0.16000000
median 3,960,0.15000000
median 3 random,960,0.17000000
median 9,960,0.16000000
median 9 random,960,0.18000000
dual pivot,960,0.14000000
insertion,961,124.07000000
first,961,0.15000000
random,961,0.17000000
mid,961,0.15000000
median 3,961,0.15000000
median 3 random,961,0.17000000
median 9,961,0.16000000
median 9 random,961,0.18000000
dual pivot,961,0.14000000
insertion,962,123.83000000
first,962,0.16000000
random,962,0.16000000
mid,962,0.15000000
median 3,962,0.15000000
median 3 random,962,0.18000000
median 9,962,0.15000000
median 9 random,962,0.19000000
dual pivot,962,0.13000000
insertion,963,123.83000000
first,963,0.16000000
random,963,0.16000000
mid,963,0.15000000
median 3,963,0.16000000
median 3 random,963,0.17000000
median 9,963,0.16000000
median 9 random,963,0.18000000
dual pivot,963,0.14000000
insertion,964,123.45000000
first,964,0.16000000
random,964,0.16000000
mid,964,0.15000000
median 3,964,0.15000000
median 3 random,964,0.18000000
median 9,964,0.16000000
median 9 random,964,0.18000000
dual pivot,964,0.13000000
insertion,965,122.25000000
first,965,0.16000000
random,965,0.16000000
mid,965,0.15000000
median 3,965,0.15000000
median 3 random,965,0.18000000
median 9,965,0.16000000
median 9 random,965,0.18000000
dual pivot,965,0.13000000
insertion,966,124.08000000
first,966,0.15000000
random,966,0.17000000
mid,966,0.15000000
median 3,966,0.15000000
median 3 random,966,0.17000000
median 9,966,0.16000000
median 9 random,966,0.18000000
dual pivot,966,0.14000000
insertion,967,123.79000000
first,967,0.16000000
random,967,0.16000000
mid,967,0.15000000
median 3,967,0.15000000
median 3 random,967,0.18000000
median 9,967,0.16000000
median 9 random,967,0.18000000
dual pivot,967,0.13000000
insertion,968,123.65000000
first,968,0.16000000
random,968,0.16000000
mid,968,0.15000000
median 3,968,0.15000000
median 3 random,968,0.18000000
median 9,968,0.16000000
median 9 random,968,0.18000000
dual pivot,968,0.13000000
insertion,969,123.42000000
first,969,0.16000000
random,969,0.16000000
mid,969,0.15000000
median 3,969,0.15000000
median 3 random,969,0.18000000
median 9,969,0.16000000
median 9 random,969,0.18000000
dual pivot,969,0.13000000
insertion,970,123.75000000
first,970,0.16000000
random,970,0.16000000
mid,970,0.15000000
median 3,970,0.15000000
median 3 random,970,0.18000000
median 9,970,0.16000000
median 9 random,970,0.18000000
dual pivot,970,0.13000000
insertion,971,123.59000000
first,971,0.16000000
random,971,0.16000000
mid,971,0.15000000
median 3,971,0.16000000
median 3 random,971,0.17000000
median 9,971,0.16000000
median 9 random,971,0.18000000
dual pivot,971,0.14000000
insertion,972,123.16000000
first,972,0.16000000
random,972,0.16000000
mid,972,0.15000000
median 3,972,0.15000000
median 3 random,972,0.18000000
median 9,972,0.16000000
median 9 random,972,0.18000000
dual pivot,972,0.14000000
insertion,973,123.51000000
first,973,0.16000000
random,973,0.16000000
mid,973,0.15000000
median 3,973,0.15000000
median 3 random,973,0.17000000
median 9,973,0.16000000
median 9 random,973,0.18000000
dual pivot,973,0.14000000
insertion,974,123.39000000
first,974,0.15000000
random,974,0.16000000
mid,974,0.15000000
median 3,974,0.16000000
median 3 random,974,0.17000000
median 9,974,0.16000000
median 9 random,974,0.18000000
dual pivot,974,0.14000000
insertion,975,123.40000000
first,975,0.16000000
random,975,0.16000000
mid,975,0.15000000
median 3,975,0.16000000
median 3 random,975,0.17000000
median 9,975,0.16000000
median 9 random,975,0.18000000
dual pivot,975,0.14000000
insertion,976,123.94000000
first,976,0.16000000
random,976,0.16000000
mid,976,0.15000000
median 3,976,0.15000000
median 3 random,976,0.18000000
median 9,976,0.16000000
median 9 random,976,0.18000000
dual pivot,976,0.14000000
insertion,977,124.01000000
first,977,0.16000000
random,977,0.16000000
mid,977,0.15000000
median 3,977,0.16000000
median 3 random,977,0.17000000
median 9,977,0.16000000
median 9 random,977,0.18000000
dual pivot,977,0.13000000
insertion,978,124.17000000
first,978,0.16000000
random,978,0.16000000
mid,978,0.16000000
median 3,978,0.15000000
median 3 random,978,0.18000000
median 9,978,0.15000000
median 9 random,978,0.18000000
dual pivot,978,0.14000000
insertion,979,124.28000000
first,979,0.15000000
random,979,0.16000000
mid,979,0.15000000
median 3,979,0.15000000
median 3 random,979,0.17000000
median 9,979,0.16000000
median 9 random,979,0.18000000
dual pivot,979,0.14000000
insertion,980,123.31000000
first,980,0.16000000
random,980,0.16000000
mid,980,0.15000000
median 3,980,0.15000000
median 3 random,980,0.18000000
median 9,980,0.16000000
median 9 random,980,0.18000000
dual pivot,980,0.13000000
insertion,981,122.75000000
first,981,0.16000000
random,981,0.16000000
mid,981,0.15000000
median 3,981,0.15000000
median 3 random,981,0.18000000
median 9,981,0.16000000
median 9 random,981,0.18000000
dual pivot,981,0.13000000
insertion,982,124.28000000
first,982,0.16000000
random,982,0.16000000
mid,982,0.15000000
median 3,982,0.15000000
median 3 random,982,0.18000000
median 9,982,0.16000000
median 9 random,982,0.18000000
dual pivot,982,0.14000000
insertion,983,121.86000000
first,983,0.16000000
random,983,0.16000000
mid,983,0.15000000
median 3,983,0.15000000
median 3 random,983,0.18000000
median 9,983,0.15000000
median 9 random,983,0.18000000
dual pivot,983,0.14000000
insertion,984,123.92000000
first,984,0.15000000
random,984,0.16000000
mid,984,0.16000000
median 3,984,0.15000000
median 3 random,984,0.17000000
median 9,984,0.16000000
median 9 random,984,0.18000000
dual pivot,984,0.14000000
insertion,985,123.51000000
first,985,0.16000000
random,985,0.16000000
mid,985,0.15000000
median 3,985,0.15000000
median 3 random,985,0.18000000
median 9,985,0.16000000
median 9 random,985,0.18000000
dual pivot,985,0.13000000
insertion,986,122.86000000
first,986,0.15000000
random,986,0.16000000
mid,986,0.16000000
median 3,986,0.15000000
median 3 random,986,0.17000000
median 9,986,0.16000000
median 9 random,986,0.18000000
dual pivot,986,0.14000000
insertion,987,123.55000000
first,987,0.16000000
random,987,0.16000000
mid,987,0.15000000
median 3,987,0.15000000
median 3 random,987,0.18000000
median 9,987,0.16000000
median 9 random,987,0.18000000
dual pivot,987,0.13000000
insertion,988,123.42000000
first,988,0.15000000
random,988,0.16000000
mid,988,0.15000000
median 3,988,0.16000000
median 3 random,988,0.17000000
median 9,988,0.16000000
median 9 random,988,0.18000000
dual pivot,988,0.14000000
insertion,989,123.21000000
first,989,0.16000000
random,989,0.16000000
mid,989,0.15000000
median 3,989,0.15000000
median 3 random,989,0.18000000
median 9,989,0.16000000
median 9 random,989,0.18000000
dual pivot,989,0.14000000
insertion,990,123.94000000
first,990,0.16000000
random,990,0.16000000
mid,990,0.15000000
median 3,990,0.15000000
median 3 random,990,0.18000000
median 9,990,0.15000000
median 9 random,990,0.19000000
dual pivot,990,0.13000000
insertion,991,124.43000000
first,991,0.15000000
random,991,0.16000000
mid,991,0.15000000
median 3,991,0.16000000
median 3 random,991,0.17000000
median 9,991,0.16000000
median 9 random,991,0.18000000
dual pivot,991,0.14000000
insertion,992,123.00000000
first,992,0.16000000
random,992,0.16000000
mid,992,0.16000000
median 3,992,0.15000000
median 3 random,992,0.17000000
median 9,992,0.16000000
median 9 random,992,0.18000000
dual pivot,992,0.14000000
insertion,993,123.38000000
first,993,0.15000000
random,993,0.17000000
mid,993,0.15000000
median 3,993,0.15000000
median 3 random,993,0.17000000
median 9,993,0.16000000
median 9 random,993,0.18000000
dual pivot,993,0.14000000
insertion,994,123.44000000
first,994,0.16000000
random,994,0.16000000
mid,994,0.15000000
median 3,994,0.15000000
median 3 random,994,0.18000000
median 9,994,0.16000000
median 9 random,994,0.18000000
dual pivot,994,0.13000000
insertion,995,122.90000000
first,995,0.16000000
random,995,0.16000000
mid,995,0.15000000
median 3,995,0.15000000
median 3 random,995,0.18000000
median 9,995,0.15000000
median 9 random,995,0.18000000
dual pivot,995,0.14000000
insertion,996,123.10000000
first,996,0.16000000
random,996,0.16000000
mid,996,0.15000000
median 3,996,0.15000000
median 3 random,996,0.18000000
median 9,996,0.15000000
median 9 random,996,0.18000000
dual pivot,996,0.14000000
insertion,997,123.61000000
first,997,0.16000000
random,997,0.16000000
mid,997,0.15000000
median 3,997,0.15000000
median 3 random,997,0.18000000
median 9,997,0.16000000
median 9 random,997,0.18000000
dual pivot,997,0.13000000
insertion,998,123.41000000
first,998,0.16000000
random,998,0.16000000
mid,998,0.15000000
median 3,998,0.15000000
median 3 random,998,0.18000000
median 9,998,0.16000000
median 9 random,998,0.18000000
dual pivot,998,0.13000000
insertion,999,123.02000000
first,999,0.15000000
random,999,0.16000000
mid,999,0.16000000
median 3,999,0.15000000
median 3 random,999,0.17000000
median 9,999,0.16000000
median 9 random,999,0.18000000
dual pivot,999,0.14000000
insertion,1000,122.99000000
first,1000,0.16000000
random,1000,0.16000000
mid,1000,0.15000000
median 3,1000,0.16000000
median 3 random,1000,0.17000000
median 9,1000,0.16000000
median 9 random,1000,0.18000000
dual pivot,1000,0.14000000
insertion,1001,123.46000000
first,1001,0.15000000
random,1001,0.16000000
mid,1001,0.16000000
median 3,1001,0.15000000
median 3 random,1001,0.17000000
median 9,1001,0.16000000
median 9 random,1001,0.18000000
dual pivot,1001,0.14000000
insertion,1002,123.32000000
first,1002,0.16000000
random,1002,0.16000000
mid,1002,0.15000000
median 3,1002,0.15000000
median 3 random,1002,0.17000000
median 9,1002,0.16000000
median 9 random,1002,0.18000000
dual pivot,1002,0.14000000
insertion,1003,123.20000000
first,1003,0.16000000
random,1003,0.16000000
mid,1003,0.15000000
median 3,1003,0.16000000
median 3 random,1003,0.17000000
median 9,1003,0.16000000
median 9 random,1003,0.18000000
dual pivot,1003,0.14000000
insertion,1004,122.76000000
first,1004,0.11000000
random,1004,0.11000000
mid,1004,0.10000000
median 3,1004,0.11000000
median 3 random,1004,0.13000000
median 9,1004,0.11000000
median 9 random,1004,0.14000000
dual pivot,1004,0.07000000
insertion,1005,122.52000000
first,1005,0.10000000
random,1005,0.12000000
mid,1005,0.10000000
median 3,1005,0.11000000
median 3 random,1005,0.13000000
median 9,1005,0.11000000
median 9 random,1005,0.14000000
dual pivot,1005,0.07000000
insertion,1006,122.70000000
first,1006,0.10000000
random,1006,0.12000000
mid,1006,0.10000000
median 3,1006,0.11000000
median 3 random,1006,0.13000000
median 9,1006,0.11000000
median 9 random,1006,0.14000000
dual pivot,1006,0.07000000
insertion,1007,122.68000000
first,1007,0.11000000
random,1007,0.11000000
mid,1007,0.11000000
median 3,1007,0.11000000
median 3 random,1007,0.13000000
median 9,1007,0.11000000
median 9 random,1007,0.13000000
dual pivot,1007,0.08000000
insertion,1008,122.70000000
first,1008,0.11000000
random,1008,0.12000000
mid,1008,0.10000000
median 3,1008,0.11000000
median 3 random,1008,0.13000000
median 9,1008,0.12000000
median 9 random,1008,0.13000000
dual pivot,1008,0.07000000
insertion,1009,122.66000000
first,1009,0.10000000
random,1009,0.12000000
mid,1009,0.10000000
median 3,1009,0.11000000
median 3 random,1009,0.13000000
median 9,1009,0.11000000
median 9 random,1009,0.14000000
dual pivot,1009,0.07000000
insertion,1010,122.65000000
first,1010,0.11000000
random,1010,0.11000000
mid,1010,0.11000000
median 3,1010,0.11000000
median 3 random,1010,0.13000000
median 9,1010,0.11000000
median 9 random,1010,0.13000000
dual pivot,1010,0.08000000
insertion,1011,122.73000000
first,1011,0.11000000
random,1011,0.11000000
mid,1011,0.10000000
median 3,1011,0.11000000
median 3 random,1011,0.13000000
median 9,1011,0.11000000
median 9 random,1011,0.14000000
dual pivot,1011,0.07000000
insertion,1012,122.76000000
first,1012,0.11000000
random,1012,0.11000000
mid,1012,0.11000000
median 3,1012,0.11000000
median 3 random,1012,0.12000000
median 9,1012,0.12000000
median 9 random,1012,0.13000000
dual pivot,1012,0.07000000
insertion,1013,122.70000000
first,1013,0.10000000
random,1013,0.12000000
mid,1013,0.10000000
median 3,1013,0.11000000
median 3 random,1013,0.13000000
median 9,1013,0.11000000
median 9 random,1013,0.14000000
dual pivot,1013,0.07000000
insertion,1014,122.71000000
first,1014,0.11000000
random,1014,0.11000000
mid,1014,0.11000000
median 3,1014,0.11000000
median 3 random,1014,0.12000000
median 9,1014,0.12000000
median 9 random,1014,0.13000000
dual pivot,1014,0.07000000
insertion,1015,122.68000000
first,1015,0.11000000
random,1015,0.11000000
mid,1015,0.10000000
median 3,1015,0.12000000
median 3 random,1015,0.12000000
median 9,1015,0.12000000
median 9 random,1015,0.13000000
dual pivot,1015,0.08000000
insertion,1016,122.73000000
first,1016,0.11000000
random,1016,0.12000000
mid,1016,0.11000000
median 3,1016,0.11000000
median 3 random,1016,0.12000000
median 9,1016,0.12000000
median 9 random,1016,0.13000000
dual pivot,1016,0.07000000
insertion,1017,122.67000000
first,1017,0.11000000
random,1017,0.12000000
mid,1017,0.10000000
median 3,1017,0.11000000
median 3 random,1017,0.13000000
median 9,1017,0.12000000
median 9 random,1017,0.13000000
dual pivot,1017,0.07000000
insertion,1018,122.67000000
first,1018,0.11000000
random,1018,0.11000000
mid,1018,0.11000000
median 3,1018,0.11000000
median 3 random,1018,0.13000000
median 9,1018,0.11000000
median 9 random,1018,0.13000000
dual pivot,1018,0.08000000
insertion,1019,122.60000000
first,1019,0.11000000
random,1019,0.11000000
mid,1019,0.10000000
median 3,1019,0.11000000
median 3 random,1019,0.12000000
median 9,1019,0.12000000
median 9 random,1019,0.13000000
dual pivot,1019,0.07000000
insertion,1020,122.55000000
first,1020,0.11000000
random,1020,0.11000000
mid,1020,0.11000000
median 3,1020,0.11000000
median 3 random,1020,0.13000000
median 9,1020,0.11000000
median 9 random,1020,0.14000000
dual pivot,1020,0.07000000
insertion,1021,122.80000000
first,1021,0.10000000
random,1021,0.12000000
mid,1021,0.10000000
median 3,1021,0.11000000
median 3 random,1021,0.13000000
median 9,1021,0.11000000
median 9 random,1021,0.14000000
dual pivot,1021,0.07000000
insertion,1022,122.63000000
first,1022,0.11000000
random,1022,0.12000000
mid,1022,0.10000000
median 3,1022,0.11000000
median 3 random,1022,0.13000000
median 9,1022,0.11000000
median 9 random,1022,0.14000000
dual pivot,1022,0.07000000
insertion,1023,122.60000000
first,1023,0.11000000
random,1023,0.11000000
mid,1023,0.11000000
median 3,1023,0.11000000
median 3 random,1023,0.12000000
median 9,1023,0.12000000
median 9 random,1023,0.13000000
dual pivot,1023,0.07000000
insertion,1024,122.68000000
first,1024,0.11000000
random,1024,0.11000000
mid,1024,0.11000000
median 3,1024,0.11000000
median 3 random,1024,0.13000000
median 9,1024,0.11000000
median 9 random,1024,0.14000000
dual pivot,1024,0.07000000
insertion,1025,122.57000000
first,1025,0.11000000
random,1025,0.11000000
mid,1025,0.11000000
median 3,1025,0.11000000
median 3 random,1025,0.13000000
median 9,1025,0.11000000
median 9 random,1025,0.14000000
dual pivot,1025,0.07000000
insertion,1026,122.70000000
first,1026,0.11000000
random,1026,0.11000000
mid,1026,0.11000000
median 3,1026,0.11000000
median 3 random,1026,0.13000000
median 9,1026,0.11000000
median 9 random,1026,0.14000000
dual pivot,1026,0.07000000
insertion,1027,122.67000000
first,1027,0.10000000
random,1027,0.12000000
mid,1027,0.10000000
median 3,1027,0.11000000
median 3 random,1027,0.13000000
median 9,1027,0.11000000
median 9 random,1027,0.14000000
dual pivot,1027,0.07000000
insertion,1028,122.71000000
first,1028,0.10000000
random,1028,0.12000000
mid,1028,0.10000000
median 3,1028,0.11000000
median 3 random,1028,0.13000000
median 9,1028,0.12000000
median 9 random,1028,0.13000000
dual pivot,1028,0.07000000
insertion,1029,122.73000000
first,1029,0.11000000
random,1029,0.11000000
mid,1029,0.11000000
median 3,1029,0.11000000
median 3 random,1029,0.13000000
median 9,1029,0.11000000
median 9 random,1029,0.13000000
dual pivot,1029,0.08000000
insertion,1030,122.64000000
first,1030,0.10000000
random,1030,0.11000000
mid,1030,0.10000000
median 3,1030,0.11000000
median 3 random,1030,0.13000000
median 9,1030,0.11000000
median 9 random,1030,0.14000000
dual pivot,1030,0.07000000
insertion,1031,122.65000000
first,1031,0.11000000
random,1031,0.11000000
mid,1031,0.11000000
median 3,1031,0.11000000
median 3 random,1031,0.13000000
median 9,1031,0.11000000
median 9 random,1031,0.14000000
dual pivot,1031,0.07000000
insertion,1032,122.66000000
first,1032,0.11000000
random,1032,0.11000000
mid,1032,0.11000000
median 3,1032,0.10000000
median 3 random,1032,0.13000000
median 9,1032,0.12000000
median 9 random,1032,0.13000000
dual pivot,1032,0.07000000
insertion,1033,122.63000000
first,1033,0.11000000
random,1033,0.11000000
mid,1033,0.11000000
median 3,1033,0.11000000
median 3 random,1033,0.13000000
median 9,1033,0.11000000
median 9 random,1033,0.14000000
dual pivot,1033,0.08000000
insertion,1034,122.68000000
first,1034,0.10000000
random,1034,0.12000000
mid,1034,0.10000000
median 3,1034,0.11000000
median 3 random,1034,0.13000000
median 9,1034,0.11000000
median 9 random,1034,0.14000000
dual pivot,1034,0.07000000
insertion,1035,122.60000000
first,1035,0.11000000
random,1035,0.11000000
mid,1035,0.10000000
median 3,1035,0.11000000
median 3 random,1035,0.13000000
median 9,1035,0.12000000
median 9 random,1035,0.13000000
dual pivot,1035,0.07000000
insertion,1036,122.74000000
first,1036,0.10000000
random,1036,0.12000000
mid,1036,0.10000000
median 3,1036,0.11000000
median 3 random,1036,0.13000000
median 9,1036,0.11000000
median 9 random,1036,0.14000000
dual pivot,1036,0.07000000
insertion,1037,122.67000000
first,1037,0.11000000
random,1037,0.11000000
mid,1037,0.11000000
median 3,1037,0.11000000
median 3 random,1037,0.13000000
median 9,1037,0.11000000
median 9 random,1037,0.14000000
dual pivot,1037,0.07000000
insertion,1038,122.73000000
first,1038,0.11000000
random,1038,0.11000000
mid,1038,0.10000000
median 3,1038,0.12000000
median 3 random,1038,0.12000000
median 9,1038,0.12000000
median 9 random,1038,0.13000000
dual pivot,1038,0.07000000
insertion,1039,122.73000000
first,1039,0.11000000
random,1039,0.11000000
mid,1039,0.11000000
median 3,1039,0.11000000
median 3 random,1039,0.12000000
median 9,1039,0.12000000
median 9 random,1039,0.13000000
dual pivot,1039,0.08000000
insertion,1040,122.63000000
first,1040,0.11000000
random,1040,0.11000000
mid,1040,0.11000000
median 3,1040,0.11000000
