algorithm,instance,time
random,866,0.01000000
mid,866,0.01000000
median 3,866,0.01000000
median 3 random,866,0.02000000
median 9,866,0.01000000
median 9 random,866,0.02000000
dual pivot,866,0.01000000
insertion,867,1.01000000
first,867,0.01000000
random,867,0.01000000
mid,867,0.01000000
median 3,867,0.01000000
median 3 random,867,0.02000000
median 9,867,0.01000000
median 9 random,867,0.02000000
dual pivot,867,0.01000000
insertion,868,1.00000000
first,868,0.01000000
random,868,0.01000000
mid,868,0.01000000
median 3,868,0.01000000
median 3 random,868,0.02000000
median 9,868,0.01000000
median 9 random,868,0.01000000
dual pivot,868,0.01000000
insertion,869,1.00000000
first,869,0.02000000
random,869,0.01000000
mid,869,0.01000000
median 3,869,0.01000000
median 3 random,869,0.02000000
median 9,869,0.01000000
median 9 random,869,0.01000000
dual pivot,869,0.01000000
insertion,870,1.00000000
first,870,0.01000000
random,870,0.01000000
mid,870,0.02000000
median 3,870,0.01000000
median 3 random,870,0.01000000
median 9,870,0.01000000
median 9 random,870,0.02000000
dual pivot,870,0.01000000
insertion,871,1.02000000
first,871,0.02000000
random,871,0.01000000
mid,871,0.01000000
median 3,871,0.01000000
median 3 random,871,0.02000000
median 9,871,0.01000000
median 9 random,871,0.01000000
dual pivot,871,0.01000000
insertion,872,1.02000000
first,872,0.01000000
random,872,0.01000000
mid,872,0.02000000
median 3,872,0.01000000
median 3 random,872,0.01000000
median 9,872,0.01000000
median 9 random,872,0.02000000
dual pivot,872,0.01000000
insertion,873,0.99000000
first,873,0.02000000
random,873,0.01000000
mid,873,0.01000000
median 3,873,0.01000000
median 3 random,873,0.02000000
median 9,873,0.01000000
median 9 random,873,0.01000000
dual pivot,873,0.01000000
insertion,874,1.03000000
first,874,0.01000000
random,874,0.01000000
mid,874,0.01000000
median 3,874,0.01000000
median 3 random,874,0.02000000
median 9,874,0.01000000
median 9 random,874,0.01000000
dual pivot,874,0.01000000
insertion,875,1.01000000
first,875,0.02000000
random,875,0.01000000
mid,875,0.01000000
median 3,875,0.01000000
median 3 random,875,0.01000000
median 9,875,0.02000000
median 9 random,875,0.01000000
dual pivot,875,0.01000000
insertion,876,0.99000000
first,876,0.02000000
random,876,0.01000000
mid,876,0.01000000
median 3,876,0.01000000
median 3 random,876,0.02000000
median 9,876,0.01000000
median 9 random,876,0.01000000
dual pivot,876,0.01000000
insertion,877,1.03000000
first,877,0.01000000
random,877,0.01000000
mid,877,0.01000000
median 3,877,0.02000000
median 3 random,877,0.01000000
median 9,877,0.01000000
median 9 random,877,0.02000000
dual pivot,877,0.01000000
insertion,878,1.00000000
first,878,0.02000000
random,878,0.01000000
mid,878,0.01000000
median 3,878,0.01000000
median 3 random,878,0.02000000
median 9,878,0.01000000
median 9 random,878,0.01000000
dual pivot,878,0.01000000
insertion,879,1.03000000
first,879,0.01000000
random,879,0.02000000
mid,879,0.01000000
median 3,879,0.01000000
median 3 random,879,0.01000000
median 9,879,0.02000000
median 9 random,879,0.01000000
dual pivot,879,0.01000000
insertion,880,1.01000000
first,880,0.01000000
random,880,0.02000000
mid,880,0.01000000
median 3,880,0.01000000
median 3 random,880,0.01000000
median 9,880,0.01000000
median 9 random,880,0.02000000
dual pivot,880,0.01000000
insertion,881,1.02000000
first,881,0.01000000
random,881,0.01000000
mid,881,0.01000000
median 3,881,0.02000000
median 3 random,881,0.01000000
median 9,881,0.01000000
median 9 random,881,0.02000000
dual pivot,881,0.01000000
insertion,882,1.02000000
first,882,0.01000000
random,882,0.02000000
mid,882,0.01000000
median 3,882,0.01000000
median 3 random,882,0.01000000
median 9,882,0.01000000
median 9 random,882,0.02000000
dual pivot,882,0.01000000
insertion,883,1.01000000
first,883,0.01000000
random,883,0.01000000
mid,883,0.01000000
median 3,883,0.01000000
median 3 random,883,0.02000000
median 9,883,0.01000000
median 9 random,883,0.01000000
dual pivot,883,0.01000000
insertion,884,1.00000000
first,884,0.01000000
random,884,0.02000000
mid,884,0.01000000
median 3,884,0.01000000
median 3 random,884,0.01000000
median 9,884,0.02000000
median 9 random,884,0.01000000
dual pivot,884,0.01000000
insertion,885,1.02000000
first,885,0.01000000
random,885,0.01000000
mid,885,0.01000000
median 3,885,0.01000000
median 3 random,885,0.02000000
median 9,885,0.01000000
median 9 random,885,0.01000000
dual pivot,885,0.02000000
insertion,886,1.02000000
first,886,0.01000000
random,886,0.02000000
mid,886,0.01000000
median 3,886,0.01000000
median 3 random,886,0.01000000
median 9,886,0.02000000
median 9 random,886,0.01000000
dual pivot,886,0.01000000
insertion,887,1.00000000
first,887,0.01000000
random,887,0.02000000
mid,887,0.01000000
median 3,887,0.01000000
median 3 random,887,0.01000000
median 9,887,0.02000000
median 9 random,887,0.01000000
dual pivot,887,0.01000000
insertion,888,1.01000000
first,888,0.01000000
random,888,0.01000000
mid,888,0.02000000
median 3,888,0.01000000
median 3 random,888,0.01000000
median 9,888,0.01000000
median 9 random,888,0.02000000
dual pivot,888,0.01000000
insertion,889,1.02000000
first,889,0.01000000
random,889,0.01000000
mid,889,0.01000000
median 3,889,0.01000000
median 3 random,889,0.02000000
median 9,889,0.01000000
median 9 random,889,0.01000000
dual pivot,889,0.01000000
insertion,890,1.02000000
first,890,0.01000000
random,890,0.01000000
mid,890,0.01000000
median 3,890,0.01000000
median 3 random,890,0.02000000
median 9,890,0.01000000
median 9 random,890,0.01000000
dual pivot,890,0.02000000
insertion,891,1.03000000
first,891,0.02000000
random,891,0.01000000
mid,891,0.01000000
median 3,891,0.01000000
median 3 random,891,0.01000000
median 9,891,0.02000000
median 9 random,891,0.01000000
dual pivot,891,0.01000000
insertion,892,1.02000000
first,892,0.02000000
random,892,0.02000000
mid,892,0.01000000
median 3,892,0.01000000
median 3 random,892,0.01000000
median 9,892,0.02000000
median 9 random,892,0.01000000
dual pivot,892,0.01000000
insertion,893,1.00000000
first,893,0.01000000
random,893,0.01000000
mid,893,0.01000000
median 3,893,0.01000000
median 3 random,893,0.02000000
median 9,893,0.01000000
median 9 random,893,0.01000000
dual pivot,893,0.01000000
insertion,894,1.00000000
first,894,0.01000000
random,894,0.01000000
mid,894,0.01000000
median 3,894,0.01000000
median 3 random,894,0.02000000
median 9,894,0.01000000
median 9 random,894,0.01000000
dual pivot,894,0.01000000
insertion,895,1.00000000
first,895,0.01000000
random,895,0.01000000
mid,895,0.02000000
median 3,895,0.01000000
median 3 random,895,0.01000000
median 9,895,0.01000000
median 9 random,895,0.02000000
dual pivot,895,0.01000000
insertion,896,1.01000000
first,896,0.01000000
random,896,0.01000000
mid,896,0.01000000
median 3,896,0.02000000
median 3 random,896,0.01000000
median 9,896,0.01000000
median 9 random,896,0.02000000
dual pivot,896,0.01000000
insertion,897,1.04000000
first,897,0.01000000
random,897,0.01000000
mid,897,0.01000000
median 3,897,0.02000000
median 3 random,897,0.01000000
median 9,897,0.01000000
median 9 random,897,0.02000000
dual pivot,897,0.01000000
insertion,898,0.99000000
first,898,0.01000000
random,898,0.01000000
mid,898,0.02000000
median 3,898,0.01000000
median 3 random,898,0.01000000
median 9,898,0.01000000
median 9 random,898,0.02000000
dual pivot,898,0.01000000
insertion,899,1.06000000
first,899,0.01000000
random,899,0.01000000
mid,899,0.02000000
median 3,899,0.01000000
median 3 random,899,0.01000000
median 9,899,0.01000000
median 9 random,899,0.02000000
dual pivot,899,0.01000000
insertion,900,1.00000000
first,900,0.01000000
random,900,0.02000000
mid,900,0.01000000
median 3,900,0.01000000
median 3 random,900,0.01000000
median 9,900,0.02000000
median 9 random,900,0.01000000
dual pivot,900,0.01000000
insertion,901,1.01000000
first,901,0.01000000
random,901,0.02000000
mid,901,0.01000000
median 3,901,0.01000000
median 3 random,901,0.01000000
median 9,901,0.02000000
median 9 random,901,0.01000000
dual pivot,901,0.01000000
insertion,902,1.02000000
first,902,0.02000000
random,902,0.01000000
mid,902,0.01000000
median 3,902,0.01000000
median 3 random,902,0.02000000
median 9,902,0.01000000
median 9 random,902,0.01000000
dual pivot,902,0.01000000
insertion,903,0.99000000
first,903,0.01000000
random,903,0.01000000
mid,903,0.01000000
median 3,903,0.01000000
median 3 random,903,0.02000000
median 9,903,0.01000000
median 9 random,903,0.01000000
dual pivot,903,0.01000000
insertion,904,1.02000000
first,904,0.01000000
random,904,0.02000000
mid,904,0.01000000
median 3,904,0.01000000
median 3 random,904,0.01000000
median 9,904,0.02000000
median 9 random,904,0.01000000
dual pivot,904,0.01000000
insertion,905,0.99000000
first,905,0.01000000
random,905,0.01000000
mid,905,0.01000000
median 3,905,0.02000000
median 3 random,905,0.01000000
median 9,905,0.01000000
median 9 random,905,0.02000000
dual pivot,905,0.01000000
insertion,906,1.01000000
first,906,0.02000000
random,906,0.01000000
mid,906,0.01000000
median 3,906,0.01000000
median 3 random,906,0.01000000
median 9,906,0.02000000
median 9 random,906,0.01000000
dual pivot,906,0.01000000
insertion,907,1.04000000
first,907,0.01000000
random,907,0.01000000
mid,907,0.01000000
median 3,907,0.02000000
median 3 random,907,0.01000000
median 9,907,0.01000000
median 9 random,907,0.02000000
dual pivot,907,0.01000000
insertion,908,1.00000000
first,908,0.02000000
random,908,0.01000000
mid,908,0.01000000
median 3,908,0.01000000
median 3 random,908,0.02000000
median 9,908,0.01000000
median 9 random,908,0.01000000
dual pivot,908,0.01000000
insertion,909,1.02000000
first,909,0.01000000
random,909,0.02000000
mid,909,0.01000000
median 3,909,0.01000000
median 3 random,909,0.01000000
median 9,909,0.01000000
median 9 random,909,0.02000000
dual pivot,909,0.01000000
insertion,910,1.04000000
first,910,0.01000000
random,910,0.01000000
mid,910,0.01000000
median 3,910,0.01000000
median 3 random,910,0.02000000
median 9,910,0.01000000
median 9 random,910,0.01000000
dual pivot,910,0.01000000
insertion,911,1.02000000
first,911,0.02000000
random,911,0.01000000
mid,911,0.01000000
median 3,911,0.01000000
median 3 random,911,0.02000000
median 9,911,0.01000000
median 9 random,911,0.01000000
dual pivot,911,0.01000000
insertion,912,1.01000000
first,912,0.02000000
random,912,0.01000000
mid,912,0.01000000
median 3,912,0.01000000
median 3 random,912,0.02000000
median 9,912,0.01000000
median 9 random,912,0.01000000
dual pivot,912,0.01000000
insertion,913,1.02000000
first,913,0.01000000
random,913,0.01000000
mid,913,0.02000000
median 3,913,0.01000000
median 3 random,913,0.01000000
median 9,913,0.01000000
median 9 random,913,0.02000000
dual pivot,913,0.01000000
insertion,914,1.03000000
first,914,0.01000000
random,914,0.01000000
mid,914,0.01000000
median 3,914,0.01000000
median 3 random,914,0.02000000
median 9,914,0.01000000
median 9 random,914,0.02000000
dual pivot,914,0.01000000
insertion,915,1.05000000
first,915,0.01000000
random,915,0.01000000
mid,915,0.01000000
median 3,915,0.01000000
median 3 random,915,0.02000000
median 9,915,0.01000000
median 9 random,915,0.01000000
dual pivot,915,0.01000000
insertion,916,0.99000000
first,916,0.01000000
random,916,0.01000000
mid,916,0.01000000
median 3,916,0.02000000
median 3 random,916,0.01000000
median 9,916,0.01000000
median 9 random,916,0.02000000
dual pivot,916,0.01000000
insertion,917,1.02000000
first,917,0.01000000
random,917,0.02000000
mid,917,0.01000000
median 3,917,0.01000000
median 3 random,917,0.01000000
median 9,917,0.01000000
median 9 random,917,0.02000000
dual pivot,917,0.01000000
insertion,918,1.02000000
first,918,0.01000000
random,918,0.02000000
mid,918,0.01000000
median 3,918,0.01000000
median 3 random,918,0.01000000
median 9,918,0.02000000
median 9 random,918,0.01000000
dual pivot,918,0.01000000
insertion,919,1.02000000
first,919,0.02000000
random,919,0.01000000
mid,919,0.01000000
median 3,919,0.01000000
median 3 random,919,0.02000000
median 9,919,0.01000000
median 9 random,919,0.01000000
dual pivot,919,0.01000000
insertion,920,1.01000000
first,920,0.02000000
random,920,0.01000000
mid,920,0.01000000
median 3,920,0.01000000
median 3 random,920,0.02000000
median 9,920,0.01000000
median 9 random,920,0.01000000
dual pivot,920,0.01000000
insertion,921,1.00000000
first,921,0.02000000
random,921,0.01000000
mid,921,0.01000000
median 3,921,0.01000000
median 3 random,921,0.02000000
median 9,921,0.01000000
median 9 random,921,0.01000000
dual pivot,921,0.01000000
insertion,922,1.01000000
first,922,0.01000000
random,922,0.01000000
mid,922,0.02000000
median 3,922,0.01000000
median 3 random,922,0.01000000
median 9,922,0.01000000
median 9 random,922,0.02000000
dual pivot,922,0.01000000
insertion,923,1.01000000
first,923,0.02000000
random,923,0.01000000
mid,923,0.01000000
median 3,923,0.01000000
median 3 random,923,0.02000000
median 9,923,0.01000000
median 9 random,923,0.01000000
dual pivot,923,0.01000000
insertion,924,1.01000000
first,924,0.01000000
random,924,0.02000000
mid,924,0.01000000
median 3,924,0.01000000
median 3 random,924,0.01000000
median 9,924,0.01000000
median 9 random,924,0.02000000
dual pivot,924,0.01000000
insertion,925,1.00000000
first,925,0.01000000
random,925,0.02000000
mid,925,0.01000000
median 3,925,0.01000000
median 3 random,925,0.01000000
median 9,925,0.02000000
median 9 random,925,0.01000000
dual pivot,925,0.01000000
insertion,926,1.01000000
first,926,0.01000000
random,926,0.01000000
mid,926,0.01000000
median 3,926,0.01000000
median 3 random,926,0.02000000
median 9,926,0.01000000
median 9 random,926,0.01000000
dual pivot,926,0.01000000
insertion,927,1.00000000
first,927,0.01000000
random,927,0.02000000
mid,927,0.01000000
median 3,927,0.01000000
median 3 random,927,0.01000000
median 9,927,0.02000000
median 9 random,927,0.01000000
dual pivot,927,0.01000000
insertion,928,1.00000000
first,928,0.01000000
random,928,0.02000000
mid,928,0.01000000
median 3,928,0.01000000
median 3 random,928,0.01000000
median 9,928,0.02000000
median 9 random,928,0.01000000
dual pivot,928,0.01000000
insertion,929,1.02000000
first,929,0.02000000
random,929,0.01000000
mid,929,0.01000000
median 3,929,0.01000000
median 3 random,929,0.02000000
median 9,929,0.01000000
median 9 random,929,0.01000000
dual pivot,929,0.01000000
insertion,930,1.02000000
first,930,0.02000000
random,930,0.01000000
mid,930,0.01000000
median 3,930,0.01000000
median 3 random,930,0.02000000
median 9,930,0.01000000
median 9 random,930,0.01000000
dual pivot,930,0.01000000
insertion,931,1.00000000
first,931,0.01000000
random,931,0.02000000
mid,931,0.01000000
median 3,931,0.01000000
median 3 random,931,0.01000000
median 9,931,0.02000000
median 9 random,931,0.01000000
dual pivot,931,0.01000000
insertion,932,0.99000000
first,932,0.02000000
random,932,0.01000000
mid,932,0.01000000
median 3,932,0.01000000
median 3 random,932,0.01000000
median 9,932,0.02000000
median 9 random,932,0.01000000
dual pivot,932,0.01000000
insertion,933,1.03000000
first,933,0.01000000
random,933,0.01000000
mid,933,0.01000000
median 3,933,0.01000000
median 3 random,933,0.02000000
median 9,933,0.01000000
median 9 random,933,0.01000000
dual pivot,933,0.01000000
insertion,934,0.99000000
first,934,0.01000000
random,934,0.01000000
mid,934,0.02000000
median 3,934,0.01000000
median 3 random,934,0.01000000
median 9,934,0.01000000
median 9 random,934,0.02000000
dual pivot,934,0.01000000
insertion,935,1.01000000
first,935,0.01000000
random,935,0.01000000
mid,935,0.01000000
median 3,935,0.02000000
median 3 random,935,0.01000000
median 9,935,0.01000000
median 9 random,935,0.02000000
dual pivot,935,0.01000000
insertion,936,1.00000000
first,936,0.01000000
random,936,0.02000000
mid,936,0.01000000
median 3,936,0.01000000
median 3 random,936,0.01000000
median 9,936,0.02000000
median 9 random,936,0.01000000
dual pivot,936,0.01000000
insertion,937,1.04000000
first,937,0.01000000
random,937,0.01000000
mid,937,0.01000000
median 3,937,0.01000000
median 3 random,937,0.02000000
median 9,937,0.01000000
median 9 random,937,0.01000000
dual pivot,937,0.01000000
insertion,938,1.02000000
first,938,0.01000000
random,938,0.02000000
mid,938,0.01000000
median 3,938,0.01000000
median 3 random,938,0.01000000
median 9,938,0.01000000
median 9 random,938,0.02000000
dual pivot,938,0.01000000
insertion,939,1.02000000
first,939,0.02000000
random,939,0.01000000
mid,939,0.01000000
median 3,939,0.01000000
median 3 random,939,0.02000000
median 9,939,0.01000000
median 9 random,939,0.01000000
dual pivot,939,0.01000000
insertion,940,1.02000000
first,940,0.01000000
random,940,0.01000000
mid,940,0.01000000
median 3,940,0.01000000
median 3 random,940,0.02000000
median 9,940,0.01000000
median 9 random,940,0.01000000
dual pivot,940,0.01000000
insertion,941,1.04000000
first,941,0.01000000
random,941,0.02000000
mid,941,0.01000000
median 3,941,0.01000000
median 3 random,941,0.01000000
median 9,941,0.02000000
median 9 random,941,0.01000000
dual pivot,941,0.01000000
insertion,942,1.01000000
first,942,0.01000000
random,942,0.02000000
mid,942,0.01000000
median 3,942,0.01000000
median 3 random,942,0.01000000
median 9,942,0.02000000
median 9 random,942,0.01000000
dual pivot,942,0.01000000
insertion,943,1.02000000
first,943,0.01000000
random,943,0.01000000
mid,943,0.02000000
median 3,943,0.01000000
median 3 random,943,0.01000000
median 9,943,0.01000000
median 9 random,943,0.02000000
dual pivot,943,0.01000000
insertion,944,1.02000000
first,944,0.02000000
random,944,0.01000000
mid,944,0.01000000
median 3,944,0.01000000
median 3 random,944,0.02000000
median 9,944,0.01000000
median 9 random,944,0.01000000
dual pivot,944,0.01000000
insertion,945,1.04000000
first,945,0.01000000
random,945,0.02000000
mid,945,0.01000000
median 3,945,0.01000000
median 3 random,945,0.01000000
median 9,945,0.01000000
median 9 random,945,0.02000000
dual pivot,945,0.01000000
insertion,946,1.01000000
first,946,0.02000000
random,946,0.01000000
mid,946,0.01000000
median 3,946,0.01000000
median 3 random,946,0.02000000
median 9,946,0.01000000
median 9 random,946,0.01000000
dual pivot,946,0.01000000
insertion,947,1.01000000
first,947,0.01000000
random,947,0.01000000
mid,947,0.02000000
median 3,947,0.01000000
median 3 random,947,0.01000000
median 9,947,0.01000000
median 9 random,947,0.02000000
dual pivot,947,0.01000000
insertion,948,1.03000000
first,948,0.01000000
random,948,0.01000000
mid,948,0.01000000
median 3,948,0.01000000
median 3 random,948,0.02000000
median 9,948,0.01000000
median 9 random,948,0.02000000
dual pivot,948,0.01000000
insertion,949,1.03000000
first,949,0.01000000
random,949,0.01000000
mid,949,0.01000000
median 3,949,0.01000000
median 3 random,949,0.02000000
median 9,949,0.01000000
median 9 random,949,0.01000000
dual pivot,949,0.01000000
insertion,950,1.01000000
first,950,0.02000000
random,950,0.01000000
mid,950,0.01000000
median 3,950,0.01000000
median 3 random,950,0.02000000
median 9,950,0.01000000
median 9 random,950,0.01000000
dual pivot,950,0.01000000
insertion,951,1.02000000
first,951,0.01000000
random,951,0.01000000
mid,951,0.01000000
median 3,951,0.02000000
median 3 random,951,0.01000000
median 9,951,0.01000000
median 9 random,951,0.02000000
dual pivot,951,0.01000000
insertion,952,1.03000000
first,952,0.01000000
random,952,0.01000000
mid,952,0.01000000
median 3,952,0.02000000
median 3 random,952,0.01000000
median 9,952,0.01000000
median 9 random,952,0.02000000
dual pivot,952,0.01000000
insertion,953,1.00000000
first,953,0.01000000
random,953,0.01000000
mid,953,0.01000000
median 3,953,0.02000000
median 3 random,953,0.01000000
median 9,953,0.01000000
median 9 random,953,0.02000000
dual pivot,953,0.01000000
insertion,954,1.02000000
first,954,0.01000000
random,954,0.01000000
mid,954,0.01000000
median 3,954,0.02000000
median 3 random,954,0.01000000
median 9,954,0.01000000
median 9 random,954,0.02000000
dual pivot,954,0.01000000
insertion,955,1.00000000
first,955,0.01000000
random,955,0.01000000
mid,955,0.01000000
median 3,955,0.01000000
median 3 random,955,0.02000000
median 9,955,0.01000000
median 9 random,955,0.02000000
dual pivot,955,0.01000000
insertion,956,0.99000000
first,956,0.01000000
random,956,0.01000000
mid,956,0.01000000
median 3,956,0.01000000
median 3 random,956,0.02000000
median 9,956,0.01000000
median 9 random,956,0.01000000
dual pivot,956,0.01000000
insertion,957,1.02000000
first,957,0.01000000
random,957,0.01000000
mid,957,0.01000000
median 3,957,0.01000000
median 3 random,957,0.02000000
median 9,957,0.01000000
median 9 random,957,0.01000000
dual pivot,957,0.01000000
insertion,958,1.01000000
first,958,0.01000000
random,958,0.02000000
mid,958,0.01000000
median 3,958,0.01000000
median 3 random,958,0.01000000
median 9,958,0.02000000
median 9 random,958,0.01000000
dual pivot,958,0.01000000
insertion,959,1.00000000
first,959,0.01000000
random,959,0.01000000
mid,959,0.02000000
median 3,959,0.01000000
median 3 random,959,0.01000000
median 9,959,0.01000000
median 9 random,959,0.02000000
dual pivot,959,0.01000000
insertion,960,1.02000000
first,960,0.01000000
random,960,0.02000000
mid,960,0.01000000
median 3,960,0.01000000
median 3 random,960,0.01000000
median 9,960,0.02000000
median 9 random,960,0.01000000
dual pivot,960,0.01000000
insertion,961,1.03000000
first,961,0.01000000
random,961,0.01000000
mid,961,0.01000000
median 3,961,0.01000000
median 3 random,961,0.02000000
median 9,961,0.01000000
median 9 random,961,0.01000000
dual pivot,961,0.01000000
insertion,962,1.00000000
first,962,0.01000000
random,962,0.01000000
mid,962,0.02000000
median 3,962,0.01000000
median 3 random,962,0.01000000
median 9,962,0.01000000
median 9 random,962,0.02000000
dual pivot,962,0.01000000
insertion,963,0.98000000
first,963,0.01000000
random,963,0.01000000
mid,963,0.01000000
median 3,963,0.02000000
median 3 random,963,0.01000000
median 9,963,0.01000000
median 9 random,963,0.02000000
dual pivot,963,0.01000000
insertion,964,1.01000000
first,964,0.01000000
random,964,0.01000000
mid,964,0.01000000
median 3,964,0.02000000
median 3 random,964,0.01000000
median 9,964,0.01000000
median 9 random,964,0.02000000
dual pivot,964,0.01000000
insertion,965,0.99000000
first,965,0.01000000
random,965,0.01000000
mid,965,0.01000000
median 3,965,0.01000000
median 3 random,965,0.02000000
median 9,965,0.01000000
median 9 random,965,0.01000000
dual pivot,965,0.01000000
insertion,966,1.02000000
first,966,0.01000000
random,966,0.01000000
mid,966,0.01000000
median 3,966,0.01000000
median 3 random,966,0.02000000
median 9,966,0.01000000
median 9 random,966,0.01000000
dual pivot,966,0.02000000
insertion,967,1.04000000
first,967,0.02000000
random,967,0.01000000
mid,967,0.01000000
median 3,967,0.01000000
median 3 random,967,0.02000000
median 9,967,0.01000000
median 9 random,967,0.01000000
dual pivot,967,0.01000000
insertion,968,1.04000000
first,968,0.01000000
random,968,0.01000000
mid,968,0.01000000
median 3,968,0.02000000
median 3 random,968,0.01000000
median 9,968,0.01000000
median 9 random,968,0.02000000
dual pivot,968,0.01000000
insertion,969,1.00000000
first,969,0.01000000
random,969,0.02000000
mid,969,0.01000000
median 3,969,0.01000000
median 3 random,969,0.01000000
median 9,969,0.02000000
median 9 random,969,0.01000000
dual pivot,969,0.01000000
insertion,970,1.02000000
first,970,0.01000000
random,970,0.01000000
mid,970,0.01000000
median 3,970,0.01000000
median 3 random,970,0.02000000
median 9,970,0.01000000
median 9 random,970,0.02000000
dual pivot,970,0.01000000
insertion,971,1.00000000
first,971,0.01000000
random,971,0.01000000
mid,971,0.01000000
median 3,971,0.01000000
median 3 random,971,0.02000000
median 9,971,0.01000000
median 9 random,971,0.01000000
dual pivot,971,0.02000000
insertion,972,1.04000000
first,972,0.01000000
random,972,0.01000000
mid,972,0.01000000
median 3,972,0.02000000
median 3 random,972,0.01000000
median 9,972,0.01000000
median 9 random,972,0.02000000
dual pivot,972,0.01000000
insertion,973,1.00000000
first,973,0.01000000
random,973,0.01000000
mid,973,0.01000000
median 3,973,0.01000000
median 3 random,973,0.02000000
median 9,973,0.01000000
median 9 random,973,0.02000000
dual pivot,973,0.01000000
insertion,974,0.99000000
first,974,0.01000000
random,974,0.01000000
mid,974,0.02000000
median 3,974,0.01000000
median 3 random,974,0.01000000
median 9,974,0.01000000
median 9 random,974,0.02000000
dual pivot,974,0.01000000
insertion,975,0.98000000
first,975,0.01000000
random,975,0.01000000
mid,975,0.01000000
median 3,975,0.02000000
median 3 random,975,0.01000000
median 9,975,0.01000000
median 9 random,975,0.02000000
dual pivot,975,0.01000000
insertion,976,1.01000000
first,976,0.01000000
random,976,0.01000000
mid,976,0.02000000
median 3,976,0.01000000
median 3 random,976,0.01000000
median 9,976,0.01000000
median 9 random,976,0.02000000
dual pivot,976,0.01000000
insertion,977,0.99000000
first,977,0.02000000
random,977,0.01000000
mid,977,0.01000000
median 3,977,0.01000000
median 3 random,977,0.02000000
median 9,977,0.01000000
median 9 random,977,0.01000000
dual pivot,977,0.01000000
insertion,978,1.03000000
first,978,0.02000000
random,978,0.01000000
mid,978,0.01000000
median 3,978,0.01000000
median 3 random,978,0.02000000
median 9,978,0.01000000
median 9 random,978,0.01000000
dual pivot,978,0.01000000
insertion,979,1.02000000
first,979,0.01000000
random,979,0.01000000
mid,979,0.02000000
median 3,979,0.01000000
median 3 random,979,0.01000000
median 9,979,0.01000000
median 9 random,979,0.02000000
dual pivot,979,0.01000000
insertion,980,1.01000000
first,980,0.02000000
random,980,0.01000000
mid,980,0.01000000
median 3,980,0.01000000
median 3 random,980,0.02000000
median 9,980,0.01000000
median 9 random,980,0.01000000
dual pivot,980,0.01000000
insertion,981,1.01000000
first,981,0.02000000
random,981,0.01000000
mid,981,0.01000000
median 3,981,0.01000000
median 3 random,981,0.02000000
median 9,981,0.01000000
median 9 random,981,0.01000000
dual pivot,981,0.01000000
insertion,982,1.02000000
first,982,0.01000000
random,982,0.01000000
mid,982,0.01000000
median 3,982,0.01000000
median 3 random,982,0.02000000
median 9,982,0.01000000
median 9 random,982,0.02000000
dual pivot,982,0.01000000
insertion,983,0.99000000
first,983,0.02000000
random,983,0.01000000
mid,983,0.01000000
median 3,983,0.01000000
median 3 random,983,0.02000000
median 9,983,0.01000000
median 9 random,983,0.01000000
dual pivot,983,0.01000000
insertion,984,1.02000000
first,984,0.01000000
random,984,0.01000000
mid,984,0.01000000
median 3,984,0.02000000
median 3 random,984,0.01000000
median 9,984,0.01000000
median 9 random,984,0.02000000
dual pivot,984,0.01000000
insertion,985,1.01000000
first,985,0.01000000
random,985,0.01000000
mid,985,0.01000000
median 3,985,0.01000000
median 3 random,985,0.02000000
median 9,985,0.01000000
median 9 random,985,0.01000000
dual pivot,985,0.01000000
insertion,986,1.00000000
first,986,0.01000000
random,986,0.01000000
mid,986,0.02000000
median 3,986,0.01000000
median 3 random,986,0.01000000
median 9,986,0.01000000
median 9 random,986,0.02000000
dual pivot,986,0.01000000
insertion,987,1.02000000
first,987,0.01000000
random,987,0.01000000
mid,987,0.01000000
median 3,987,0.02000000
median 3 random,987,0.01000000
median 9,987,0.01000000
median 9 random,987,0.02000000
dual pivot,987,0.01000000
insertion,988,1.00000000
first,988,0.01000000
random,988,0.01000000
mid,988,0.02000000
median 3,988,0.01000000
median 3 random,988,0.01000000
median 9,988,0.01000000
median 9 random,988,0.02000000
dual pivot,988,0.01000000
insertion,989,1.02000000
first,989,0.01000000
random,989,0.01000000
mid,989,0.02000000
median 3,989,0.01000000
median 3 random,989,0.01000000
median 9,989,0.01000000
median 9 random,989,0.02000000
dual pivot,989,0.01000000
insertion,990,1.02000000
first,990,0.01000000
random,990,0.01000000
mid,990,0.01000000
median 3,990,0.02000000
median 3 random,990,0.01000000
median 9,990,0.01000000
median 9 random,990,0.02000000
dual pivot,990,0.01000000
insertion,991,1.01000000
first,991,0.01000000
random,991,0.01000000
mid,991,0.01000000
median 3,991,0.01000000
median 3 random,991,0.02000000
median 9,991,0.01000000
median 9 random,991,0.01000000
dual pivot,991,0.01000000
insertion,992,1.01000000
first,992,0.01000000
random,992,0.01000000
mid,992,0.02000000
median 3,992,0.01000000
median 3 random,992,0.01000000
median 9,992,0.01000000
median 9 random,992,0.02000000
dual pivot,992,0.01000000
insertion,993,1.03000000
first,993,0.01000000
random,993,0.02000000
mid,993,0.01000000
median 3,993,0.01000000
median 3 random,993,0.01000000
median 9,993,0.02000000
median 9 random,993,0.01000000
dual pivot,993,0.01000000
insertion,994,1.01000000
first,994,0.01000000
random,994,0.02000000
mid,994,0.01000000
median 3,994,0.01000000
