algorithm,instance,time
median 9,580,0.01000000
median 9 random,580,0.01000000
dual pivot,580,0.01000000
insertion,581,0.99000000
first,581,0.02000000
random,581,0.01000000
mid,581,0.01000000
median 3,581,0.01000000
median 3 random,581,0.01000000
median 9,581,0.02000000
median 9 random,581,0.01000000
dual pivot,581,0.01000000
insertion,582,1.00000000
first,582,0.01000000
random,582,0.01000000
mid,582,0.01000000
median 3,582,0.02000000
median 3 random,582,0.01000000
median 9,582,0.01000000
median 9 random,582,0.02000000
dual pivot,582,0.01000000
insertion,583,1.00000000
first,583,0.01000000
random,583,0.01000000
mid,583,0.01000000
median 3,583,0.01000000
median 3 random,583,0.02000000
median 9,583,0.01000000
median 9 random,583,0.01000000
dual pivot,583,0.01000000
insertion,584,1.00000000
first,584,0.01000000
random,584,0.01000000
mid,584,0.02000000
median 3,584,0.01000000
median 3 random,584,0.01000000
median 9,584,0.01000000
median 9 random,584,0.02000000
dual pivot,584,0.01000000
insertion,585,1.00000000
first,585,0.01000000
random,585,0.01000000
mid,585,0.02000000
median 3,585,0.01000000
median 3 random,585,0.01000000
median 9,585,0.01000000
median 9 random,585,0.02000000
dual pivot,585,0.01000000
insertion,586,1.02000000
first,586,0.01000000
random,586,0.01000000
mid,586,0.01000000
median 3,586,0.01000000
median 3 random,586,0.02000000
median 9,586,0.01000000
median 9 random,586,0.01000000
dual pivot,586,0.01000000
insertion,587,1.03000000
first,587,0.01000000
random,587,0.01000000
mid,587,0.01000000
median 3,587,0.01000000
median 3 random,587,0.02000000
median 9,587,0.01000000
median 9 random,587,0.02000000
dual pivot,587,0.01000000
insertion,588,1.02000000
first,588,0.01000000
random,588,0.01000000
mid,588,0.01000000
median 3,588,0.01000000
median 3 random,588,0.02000000
median 9,588,0.01000000
median 9 random,588,0.01000000
dual pivot,588,0.01000000
insertion,589,1.00000000
first,589,0.02000000
random,589,0.01000000
mid,589,0.01000000
median 3,589,0.01000000
median 3 random,589,0.02000000
median 9,589,0.01000000
median 9 random,589,0.01000000
dual pivot,589,0.01000000
insertion,590,1.03000000
first,590,0.01000000
random,590,0.01000000
mid,590,0.01000000
median 3,590,0.01000000
median 3 random,590,0.02000000
median 9,590,0.01000000
median 9 random,590,0.01000000
dual pivot,590,0.01000000
insertion,591,1.03000000
first,591,0.01000000
random,591,0.01000000
mid,591,0.01000000
median 3,591,0.02000000
median 3 random,591,0.01000000
median 9,591,0.01000000
median 9 random,591,0.02000000
dual pivot,591,0.01000000
insertion,592,1.02000000
first,592,0.01000000
random,592,0.02000000
mid,592,0.01000000
median 3,592,0.01000000
median 3 random,592,0.01000000
median 9,592,0.02000000
median 9 random,592,0.01000000
dual pivot,592,0.01000000
insertion,593,1.01000000
first,593,0.02000000
random,593,0.01000000
mid,593,0.01000000
median 3,593,0.01000000
median 3 random,593,0.01000000
median 9,593,0.02000000
median 9 random,593,0.01000000
dual pivot,593,0.01000000
insertion,594,1.00000000
first,594,0.01000000
random,594,0.02000000
mid,594,0.01000000
median 3,594,0.01000000
median 3 random,594,0.01000000
median 9,594,0.02000000
median 9 random,594,0.01000000
dual pivot,594,0.01000000
insertion,595,1.03000000
first,595,0.01000000
random,595,0.01000000
mid,595,0.01000000
median 3,595,0.01000000
median 3 random,595,0.02000000
median 9,595,0.01000000
median 9 random,595,0.01000000
dual pivot,595,0.02000000
insertion,596,1.02000000
first,596,0.01000000
random,596,0.01000000
mid,596,0.02000000
median 3,596,0.01000000
median 3 random,596,0.01000000
median 9,596,0.01000000
median 9 random,596,0.02000000
dual pivot,596,0.01000000
insertion,597,1.02000000
first,597,0.01000000
random,597,0.01000000
mid,597,0.01000000
median 3,597,0.01000000
median 3 random,597,0.02000000
median 9,597,0.01000000
median 9 random,597,0.02000000
dual pivot,597,0.01000000
insertion,598,1.03000000
first,598,0.01000000
random,598,0.02000000
mid,598,0.01000000
median 3,598,0.01000000
median 3 random,598,0.01000000
median 9,598,0.01000000
median 9 random,598,0.02000000
dual pivot,598,0.01000000
insertion,599,1.03000000
first,599,0.01000000
random,599,0.01000000
mid,599,0.02000000
median 3,599,0.01000000
median 3 random,599,0.01000000
median 9,599,0.01000000
median 9 random,599,0.02000000
dual pivot,599,0.01000000
insertion,600,1.01000000
first,600,0.01000000
random,600,0.01000000
mid,600,0.01000000
median 3,600,0.02000000
median 3 random,600,0.01000000
median 9,600,0.01000000
median 9 random,600,0.02000000
dual pivot,600,0.01000000
insertion,601,1.00000000
first,601,0.01000000
random,601,0.01000000
mid,601,0.02000000
median 3,601,0.01000000
median 3 random,601,0.01000000
median 9,601,0.01000000
median 9 random,601,0.02000000
dual pivot,601,0.01000000
insertion,602,1.00000000
first,602,0.01000000
random,602,0.01000000
mid,602,0.01000000
median 3,602,0.02000000
median 3 random,602,0.01000000
median 9,602,0.01000000
median 9 random,602,0.02000000
dual pivot,602,0.01000000
insertion,603,1.01000000
first,603,0.01000000
random,603,0.01000000
mid,603,0.01000000
median 3,603,0.01000000
median 3 random,603,0.02000000
median 9,603,0.01000000
median 9 random,603,0.01000000
dual pivot,603,0.01000000
insertion,604,0.98000000
first,604,0.01000000
random,604,0.01000000
mid,604,0.02000000
median 3,604,0.01000000
median 3 random,604,0.01000000
median 9,604,0.01000000
median 9 random,604,0.02000000
dual pivot,604,0.01000000
insertion,605,1.01000000
first,605,0.01000000
random,605,0.01000000
mid,605,0.01000000
median 3,605,0.01000000
median 3 random,605,0.02000000
median 9,605,0.01000000
median 9 random,605,0.01000000
dual pivot,605,0.01000000
insertion,606,1.04000000
first,606,0.02000000
random,606,0.01000000
mid,606,0.01000000
median 3,606,0.01000000
median 3 random,606,0.01000000
median 9,606,0.02000000
median 9 random,606,0.01000000
dual pivot,606,0.01000000
insertion,607,1.02000000
first,607,0.02000000
random,607,0.01000000
mid,607,0.01000000
median 3,607,0.01000000
median 3 random,607,0.02000000
median 9,607,0.01000000
median 9 random,607,0.01000000
dual pivot,607,0.01000000
insertion,608,1.02000000
first,608,0.01000000
random,608,0.02000000
mid,608,0.01000000
median 3,608,0.01000000
median 3 random,608,0.01000000
median 9,608,0.01000000
median 9 random,608,0.02000000
dual pivot,608,0.01000000
insertion,609,1.03000000
first,609,0.01000000
random,609,0.01000000
mid,609,0.02000000
median 3,609,0.01000000
median 3 random,609,0.01000000
median 9,609,0.01000000
median 9 random,609,0.02000000
dual pivot,609,0.01000000
insertion,610,1.02000000
first,610,0.02000000
random,610,0.01000000
mid,610,0.01000000
median 3,610,0.01000000
median 3 random,610,0.02000000
median 9,610,0.01000000
median 9 random,610,0.01000000
dual pivot,610,0.01000000
insertion,611,1.03000000
first,611,0.01000000
random,611,0.01000000
mid,611,0.01000000
median 3,611,0.01000000
median 3 random,611,0.02000000
median 9,611,0.01000000
median 9 random,611,0.01000000
dual pivot,611,0.01000000
insertion,612,1.03000000
first,612,0.01000000
random,612,0.01000000
mid,612,0.01000000
median 3,612,0.02000000
median 3 random,612,0.01000000
median 9,612,0.01000000
median 9 random,612,0.02000000
dual pivot,612,0.01000000
insertion,613,1.02000000
first,613,0.02000000
random,613,0.01000000
mid,613,0.01000000
median 3,613,0.01000000
median 3 random,613,0.02000000
median 9,613,0.01000000
median 9 random,613,0.01000000
dual pivot,613,0.01000000
insertion,614,1.03000000
first,614,0.02000000
random,614,0.01000000
mid,614,0.01000000
median 3,614,0.01000000
median 3 random,614,0.02000000
median 9,614,0.01000000
median 9 random,614,0.01000000
dual pivot,614,0.01000000
insertion,615,1.00000000
first,615,0.01000000
random,615,0.01000000
mid,615,0.02000000
median 3,615,0.01000000
median 3 random,615,0.01000000
median 9,615,0.01000000
median 9 random,615,0.02000000
dual pivot,615,0.01000000
insertion,616,1.00000000
first,616,0.01000000
random,616,0.01000000
mid,616,0.01000000
median 3,616,0.01000000
median 3 random,616,0.01000000
median 9,616,0.01000000
median 9 random,616,0.02000000
dual pivot,616,0.01000000
insertion,617,1.02000000
first,617,0.02000000
random,617,0.01000000
mid,617,0.01000000
median 3,617,0.01000000
median 3 random,617,0.01000000
median 9,617,0.02000000
median 9 random,617,0.01000000
dual pivot,617,0.01000000
insertion,618,1.04000000
first,618,0.01000000
random,618,0.01000000
mid,618,0.02000000
median 3,618,0.01000000
median 3 random,618,0.01000000
median 9,618,0.01000000
median 9 random,618,0.02000000
dual pivot,618,0.01000000
insertion,619,1.02000000
first,619,0.02000000
random,619,0.01000000
mid,619,0.01000000
median 3,619,0.01000000
median 3 random,619,0.02000000
median 9,619,0.01000000
median 9 random,619,0.01000000
dual pivot,619,0.01000000
insertion,620,1.03000000
first,620,0.01000000
random,620,0.01000000
mid,620,0.01000000
median 3,620,0.02000000
median 3 random,620,0.01000000
median 9,620,0.01000000
median 9 random,620,0.02000000
dual pivot,620,0.01000000
insertion,621,1.02000000
first,621,0.01000000
random,621,0.01000000
mid,621,0.01000000
median 3,621,0.01000000
median 3 random,621,0.02000000
median 9,621,0.01000000
median 9 random,621,0.01000000
dual pivot,621,0.01000000
insertion,622,1.02000000
first,622,0.01000000
random,622,0.02000000
mid,622,0.01000000
median 3,622,0.01000000
median 3 random,622,0.01000000
median 9,622,0.02000000
median 9 random,622,0.01000000
dual pivot,622,0.01000000
insertion,623,1.03000000
first,623,0.01000000
random,623,0.01000000
mid,623,0.01000000
median 3,623,0.01000000
median 3 random,623,0.02000000
median 9,623,0.01000000
median 9 random,623,0.01000000
dual pivot,623,0.01000000
insertion,624,0.98000000
first,624,0.01000000
random,624,0.01000000
mid,624,0.01000000
median 3,624,0.01000000
median 3 random,624,0.02000000
median 9,624,0.01000000
median 9 random,624,0.01000000
dual pivot,624,0.01000000
insertion,625,1.01000000
first,625,0.02000000
random,625,0.01000000
mid,625,0.01000000
median 3,625,0.01000000
median 3 random,625,0.02000000
median 9,625,0.01000000
median 9 random,625,0.01000000
dual pivot,625,0.01000000
insertion,626,1.01000000
first,626,0.01000000
random,626,0.01000000
mid,626,0.01000000
median 3,626,0.01000000
median 3 random,626,0.02000000
median 9,626,0.01000000
median 9 random,626,0.01000000
dual pivot,626,0.01000000
insertion,627,1.03000000
first,627,0.01000000
random,627,0.02000000
mid,627,0.01000000
median 3,627,0.01000000
median 3 random,627,0.01000000
median 9,627,0.02000000
median 9 random,627,0.01000000
dual pivot,627,0.01000000
insertion,628,1.03000000
first,628,0.01000000
random,628,0.02000000
mid,628,0.01000000
median 3,628,0.01000000
median 3 random,628,0.01000000
median 9,628,0.01000000
median 9 random,628,0.02000000
dual pivot,628,0.01000000
insertion,629,0.98000000
first,629,0.01000000
random,629,0.02000000
mid,629,0.01000000
median 3,629,0.01000000
median 3 random,629,0.01000000
median 9,629,0.02000000
median 9 random,629,0.01000000
dual pivot,629,0.02000000
insertion,630,1.02000000
first,630,0.01000000
random,630,0.01000000
mid,630,0.01000000
median 3,630,0.01000000
median 3 random,630,0.02000000
median 9,630,0.01000000
median 9 random,630,0.01000000
dual pivot,630,0.01000000
insertion,631,1.02000000
first,631,0.02000000
random,631,0.01000000
mid,631,0.01000000
median 3,631,0.01000000
median 3 random,631,0.02000000
median 9,631,0.01000000
median 9 random,631,0.01000000
dual pivot,631,0.01000000
insertion,632,1.00000000
first,632,0.01000000
random,632,0.01000000
mid,632,0.01000000
median 3,632,0.01000000
median 3 random,632,0.02000000
median 9,632,0.01000000
median 9 random,632,0.01000000
dual pivot,632,0.02000000
insertion,633,1.05000000
first,633,0.02000000
random,633,0.01000000
mid,633,0.01000000
median 3,633,0.01000000
median 3 random,633,0.01000000
median 9,633,0.02000000
median 9 random,633,0.01000000
dual pivot,633,0.01000000
insertion,634,0.99000000
first,634,0.01000000
random,634,0.02000000
mid,634,0.01000000
median 3,634,0.01000000
median 3 random,634,0.01000000
median 9,634,0.02000000
median 9 random,634,0.01000000
dual pivot,634,0.01000000
insertion,635,1.01000000
first,635,0.01000000
random,635,0.01000000
mid,635,0.02000000
median 3,635,0.01000000
median 3 random,635,0.01000000
median 9,635,0.01000000
median 9 random,635,0.02000000
dual pivot,635,0.01000000
insertion,636,0.97000000
first,636,0.01000000
random,636,0.02000000
mid,636,0.01000000
median 3,636,0.01000000
median 3 random,636,0.01000000
median 9,636,0.01000000
median 9 random,636,0.02000000
dual pivot,636,0.01000000
insertion,637,1.02000000
first,637,0.01000000
random,637,0.02000000
mid,637,0.01000000
median 3,637,0.01000000
median 3 random,637,0.01000000
median 9,637,0.02000000
median 9 random,637,0.01000000
dual pivot,637,0.01000000
insertion,638,0.99000000
first,638,0.01000000
random,638,0.01000000
mid,638,0.02000000
median 3,638,0.01000000
median 3 random,638,0.01000000
median 9,638,0.01000000
median 9 random,638,0.02000000
dual pivot,638,0.01000000
insertion,639,1.01000000
first,639,0.01000000
random,639,0.01000000
mid,639,0.02000000
median 3,639,0.01000000
median 3 random,639,0.01000000
median 9,639,0.01000000
median 9 random,639,0.02000000
dual pivot,639,0.01000000
insertion,640,1.02000000
first,640,0.02000000
random,640,0.01000000
mid,640,0.01000000
median 3,640,0.01000000
median 3 random,640,0.02000000
median 9,640,0.01000000
median 9 random,640,0.01000000
dual pivot,640,0.01000000
insertion,641,1.05000000
first,641,0.01000000
random,641,0.01000000
mid,641,0.01000000
median 3,641,0.01000000
median 3 random,641,0.02000000
median 9,641,0.01000000
median 9 random,641,0.02000000
dual pivot,641,0.01000000
insertion,642,1.00000000
first,642,0.01000000
random,642,0.01000000
mid,642,0.01000000
median 3,642,0.02000000
median 3 random,642,0.01000000
median 9,642,0.01000000
median 9 random,642,0.02000000
dual pivot,642,0.01000000
insertion,643,1.01000000
first,643,0.01000000
random,643,0.02000000
mid,643,0.01000000
median 3,643,0.01000000
median 3 random,643,0.01000000
median 9,643,0.01000000
median 9 random,643,0.02000000
dual pivot,643,0.01000000
insertion,644,1.01000000
first,644,0.01000000
random,644,0.01000000
mid,644,0.02000000
median 3,644,0.01000000
median 3 random,644,0.01000000
median 9,644,0.01000000
median 9 random,644,0.02000000
dual pivot,644,0.01000000
insertion,645,1.03000000
first,645,0.01000000
random,645,0.01000000
mid,645,0.01000000
median 3,645,0.02000000
median 3 random,645,0.01000000
median 9,645,0.01000000
median 9 random,645,0.02000000
dual pivot,645,0.01000000
insertion,646,1.02000000
first,646,0.01000000
random,646,0.01000000
mid,646,0.01000000
median 3,646,0.01000000
median 3 random,646,0.02000000
median 9,646,0.01000000
median 9 random,646,0.01000000
dual pivot,646,0.01000000
insertion,647,1.04000000
first,647,0.01000000
random,647,0.01000000
mid,647,0.01000000
median 3,647,0.02000000
median 3 random,647,0.01000000
median 9,647,0.01000000
median 9 random,647,0.02000000
dual pivot,647,0.01000000
insertion,648,1.01000000
first,648,0.01000000
random,648,0.01000000
mid,648,0.01000000
median 3,648,0.01000000
median 3 random,648,0.02000000
median 9,648,0.01000000
median 9 random,648,0.01000000
dual pivot,648,0.01000000
insertion,649,1.00000000
first,649,0.01000000
random,649,0.02000000
mid,649,0.01000000
median 3,649,0.01000000
median 3 random,649,0.01000000
median 9,649,0.02000000
median 9 random,649,0.01000000
dual pivot,649,0.01000000
insertion,650,1.00000000
first,650,0.02000000
random,650,0.01000000
mid,650,0.01000000
median 3,650,0.01000000
median 3 random,650,0.02000000
median 9,650,0.01000000
median 9 random,650,0.01000000
dual pivot,650,0.01000000
insertion,651,1.02000000
first,651,0.01000000
random,651,0.01000000
mid,651,0.02000000
median 3,651,0.01000000
median 3 random,651,0.01000000
median 9,651,0.01000000
median 9 random,651,0.02000000
dual pivot,651,0.01000000
insertion,652,1.02000000
first,652,0.01000000
random,652,0.01000000
mid,652,0.01000000
median 3,652,0.01000000
median 3 random,652,0.02000000
median 9,652,0.01000000
median 9 random,652,0.02000000
dual pivot,652,0.01000000
insertion,653,1.02000000
first,653,0.01000000
random,653,0.01000000
mid,653,0.01000000
median 3,653,0.02000000
median 3 random,653,0.01000000
median 9,653,0.01000000
median 9 random,653,0.02000000
dual pivot,653,0.01000000
insertion,654,1.00000000
first,654,0.01000000
random,654,0.01000000
mid,654,0.01000000
median 3,654,0.01000000
median 3 random,654,0.02000000
median 9,654,0.01000000
median 9 random,654,0.01000000
dual pivot,654,0.01000000
insertion,655,1.00000000
first,655,0.02000000
random,655,0.01000000
mid,655,0.01000000
median 3,655,0.01000000
median 3 random,655,0.02000000
median 9,655,0.01000000
median 9 random,655,0.01000000
dual pivot,655,0.01000000
insertion,656,1.01000000
first,656,0.01000000
random,656,0.01000000
mid,656,0.01000000
median 3,656,0.01000000
median 3 random,656,0.02000000
median 9,656,0.01000000
median 9 random,656,0.02000000
dual pivot,656,0.01000000
insertion,657,1.03000000
first,657,0.01000000
random,657,0.02000000
mid,657,0.01000000
median 3,657,0.01000000
median 3 random,657,0.01000000
median 9,657,0.02000000
median 9 random,657,0.01000000
dual pivot,657,0.01000000
insertion,658,1.03000000
first,658,0.01000000
random,658,0.02000000
mid,658,0.01000000
median 3,658,0.01000000
median 3 random,658,0.01000000
median 9,658,0.02000000
median 9 random,658,0.01000000
dual pivot,658,0.01000000
insertion,659,1.02000000
first,659,0.02000000
random,659,0.01000000
mid,659,0.01000000
median 3,659,0.01000000
median 3 random,659,0.02000000
median 9,659,0.01000000
median 9 random,659,0.01000000
dual pivot,659,0.01000000
insertion,660,0.98000000
first,660,0.01000000
random,660,0.02000000
mid,660,0.01000000
median 3,660,0.01000000
median 3 random,660,0.01000000
median 9,660,0.01000000
median 9 random,660,0.02000000
dual pivot,660,0.01000000
insertion,661,1.04000000
first,661,0.01000000
random,661,0.01000000
mid,661,0.01000000
median 3,661,0.01000000
median 3 random,661,0.02000000
median 9,661,0.01000000
median 9 random,661,0.01000000
dual pivot,661,0.01000000
insertion,662,0.99000000
first,662,0.01000000
random,662,0.02000000
mid,662,0.01000000
median 3,662,0.01000000
median 3 random,662,0.01000000
median 9,662,0.02000000
median 9 random,662,0.01000000
dual pivot,662,0.01000000
insertion,663,1.01000000
first,663,0.01000000
random,663,0.01000000
mid,663,0.01000000
median 3,663,0.02000000
median 3 random,663,0.01000000
median 9,663,0.01000000
median 9 random,663,0.02000000
dual pivot,663,0.01000000
insertion,664,0.97000000
first,664,0.02000000
random,664,0.01000000
mid,664,0.01000000
median 3,664,0.01000000
median 3 random,664,0.02000000
median 9,664,0.01000000
median 9 random,664,0.01000000
dual pivot,664,0.01000000
insertion,665,1.04000000
first,665,0.01000000
random,665,0.01000000
mid,665,0.01000000
median 3,665,0.01000000
median 3 random,665,0.02000000
median 9,665,0.01000000
median 9 random,665,0.01000000
dual pivot,665,0.01000000
insertion,666,1.00000000
first,666,0.01000000
random,666,0.02000000
mid,666,0.01000000
median 3,666,0.01000000
median 3 random,666,0.01000000
median 9,666,0.02000000
median 9 random,666,0.01000000
dual pivot,666,0.01000000
insertion,667,1.00000000
first,667,0.01000000
random,667,0.01000000
mid,667,0.01000000
median 3,667,0.02000000
median 3 random,667,0.01000000
median 9,667,0.01000000
median 9 random,667,0.02000000
dual pivot,667,0.01000000
insertion,668,1.00000000
first,668,0.01000000
random,668,0.01000000
mid,668,0.01000000
median 3,668,0.01000000
median 3 random,668,0.02000000
median 9,668,0.01000000
median 9 random,668,0.01000000
dual pivot,668,0.01000000
insertion,669,1.01000000
first,669,0.01000000
random,669,0.01000000
mid,669,0.01000000
median 3,669,0.01000000
median 3 random,669,0.02000000
median 9,669,0.01000000
median 9 random,669,0.01000000
dual pivot,669,0.01000000
insertion,670,1.04000000
first,670,0.01000000
random,670,0.01000000
mid,670,0.01000000
median 3,670,0.02000000
median 3 random,670,0.01000000
median 9,670,0.01000000
median 9 random,670,0.02000000
dual pivot,670,0.01000000
insertion,671,1.02000000
first,671,0.01000000
random,671,0.02000000
mid,671,0.01000000
median 3,671,0.01000000
median 3 random,671,0.01000000
median 9,671,0.01000000
median 9 random,671,0.02000000
dual pivot,671,0.01000000
insertion,672,1.00000000
first,672,0.02000000
random,672,0.01000000
mid,672,0.01000000
median 3,672,0.01000000
median 3 random,672,0.02000000
median 9,672,0.01000000
median 9 random,672,0.01000000
dual pivot,672,0.01000000
insertion,673,1.03000000
first,673,0.01000000
random,673,0.01000000
mid,673,0.02000000
median 3,673,0.01000000
median 3 random,673,0.01000000
median 9,673,0.01000000
median 9 random,673,0.02000000
dual pivot,673,0.01000000
insertion,674,1.03000000
first,674,0.01000000
random,674,0.01000000
mid,674,0.01000000
median 3,674,0.02000000
median 3 random,674,0.01000000
median 9,674,0.01000000
median 9 random,674,0.02000000
dual pivot,674,0.01000000
insertion,675,1.00000000
first,675,0.01000000
random,675,0.01000000
mid,675,0.02000000
median 3,675,0.01000000
median 3 random,675,0.01000000
median 9,675,0.01000000
median 9 random,675,0.02000000
dual pivot,675,0.01000000
insertion,676,1.01000000
first,676,0.02000000
random,676,0.01000000
mid,676,0.01000000
median 3,676,0.01000000
median 3 random,676,0.02000000
median 9,676,0.01000000
median 9 random,676,0.01000000
dual pivot,676,0.01000000
insertion,677,1.03000000
first,677,0.01000000
random,677,0.01000000
mid,677,0.02000000
median 3,677,0.01000000
median 3 random,677,0.01000000
median 9,677,0.01000000
median 9 random,677,0.02000000
dual pivot,677,0.01000000
insertion,678,1.02000000
first,678,0.01000000
random,678,0.01000000
mid,678,0.01000000
median 3,678,0.02000000
median 3 random,678,0.01000000
median 9,678,0.01000000
median 9 random,678,0.02000000
dual pivot,678,0.01000000
insertion,679,1.00000000
first,679,0.01000000
random,679,0.02000000
mid,679,0.01000000
median 3,679,0.01000000
median 3 random,679,0.01000000
median 9,679,0.01000000
median 9 random,679,0.02000000
dual pivot,679,0.01000000
insertion,680,1.00000000
first,680,0.02000000
random,680,0.01000000
mid,680,0.01000000
median 3,680,0.01000000
median 3 random,680,0.02000000
median 9,680,0.01000000
median 9 random,680,0.01000000
dual pivot,680,0.01000000
insertion,681,1.00000000
first,681,0.02000000
random,681,0.01000000
mid,681,0.01000000
median 3,681,0.01000000
median 3 random,681,0.01000000
median 9,681,0.02000000
median 9 random,681,0.01000000
dual pivot,681,0.01000000
insertion,682,0.99000000
first,682,0.01000000
random,682,0.02000000
mid,682,0.01000000
median 3,682,0.01000000
median 3 random,682,0.01000000
median 9,682,0.02000000
median 9 random,682,0.01000000
dual pivot,682,0.01000000
insertion,683,1.02000000
first,683,0.01000000
random,683,0.01000000
mid,683,0.01000000
median 3,683,0.02000000
median 3 random,683,0.01000000
median 9,683,0.01000000
median 9 random,683,0.02000000
dual pivot,683,0.01000000
insertion,684,1.01000000
first,684,0.01000000
random,684,0.02000000
mid,684,0.01000000
median 3,684,0.01000000
median 3 random,684,0.01000000
median 9,684,0.02000000
median 9 random,684,0.01000000
dual pivot,684,0.01000000
insertion,685,1.01000000
first,685,0.01000000
random,685,0.02000000
mid,685,0.01000000
median 3,685,0.01000000
median 3 random,685,0.01000000
median 9,685,0.02000000
median 9 random,685,0.01000000
dual pivot,685,0.01000000
insertion,686,1.00000000
first,686,0.01000000
random,686,0.02000000
mid,686,0.01000000
median 3,686,0.01000000
median 3 random,686,0.01000000
median 9,686,0.02000000
median 9 random,686,0.01000000
dual pivot,686,0.01000000
insertion,687,1.01000000
first,687,0.01000000
random,687,0.01000000
mid,687,0.01000000
median 3,687,0.02000000
median 3 random,687,0.01000000
median 9,687,0.01000000
median 9 random,687,0.02000000
dual pivot,687,0.01000000
insertion,688,1.01000000
first,688,0.01000000
random,688,0.02000000
mid,688,0.01000000
median 3,688,0.01000000
median 3 random,688,0.01000000
median 9,688,0.02000000
median 9 random,688,0.01000000
dual pivot,688,0.01000000
insertion,689,1.01000000
first,689,0.02000000
random,689,0.01000000
mid,689,0.01000000
median 3,689,0.01000000
median 3 random,689,0.02000000
median 9,689,0.01000000
median 9 random,689,0.01000000
dual pivot,689,0.01000000
insertion,690,1.02000000
first,690,0.01000000
random,690,0.01000000
mid,690,0.01000000
median 3,690,0.02000000
median 3 random,690,0.01000000
median 9,690,0.01000000
median 9 random,690,0.02000000
dual pivot,690,0.01000000
insertion,691,1.02000000
first,691,0.01000000
random,691,0.01000000
mid,691,0.01000000
median 3,691,0.01000000
median 3 random,691,0.02000000
median 9,691,0.01000000
median 9 random,691,0.01000000
dual pivot,691,0.02000000
insertion,692,1.00000000
first,692,0.01000000
random,692,0.01000000
mid,692,0.02000000
median 3,692,0.01000000
median 3 random,692,0.01000000
median 9,692,0.01000000
median 9 random,692,0.02000000
dual pivot,692,0.01000000
insertion,693,0.99000000
first,693,0.01000000
random,693,0.01000000
mid,693,0.01000000
median 3,693,0.02000000
median 3 random,693,0.01000000
median 9,693,0.01000000
median 9 random,693,0.02000000
dual pivot,693,0.01000000
insertion,694,1.01000000
first,694,0.01000000
random,694,0.01000000
mid,694,0.01000000
median 3,694,0.01000000
median 3 random,694,0.02000000
median 9,694,0.01000000
median 9 random,694,0.01000000
dual pivot,694,0.01000000
insertion,695,1.01000000
first,695,0.01000000
random,695,0.01000000
mid,695,0.01000000
median 3,695,0.01000000
median 3 random,695,0.02000000
median 9,695,0.01000000
median 9 random,695,0.02000000
dual pivot,695,0.01000000
insertion,696,1.00000000
first,696,0.01000000
random,696,0.02000000
mid,696,0.01000000
median 3,696,0.01000000
median 3 random,696,0.01000000
median 9,696,0.02000000
median 9 random,696,0.01000000
dual pivot,696,0.01000000
insertion,697,1.04000000
first,697,0.01000000
random,697,0.01000000
mid,697,0.01000000
median 3,697,0.01000000
median 3 random,697,0.02000000
median 9,697,0.01000000
median 9 random,697,0.01000000
dual pivot,697,0.01000000
insertion,698,1.02000000
first,698,0.01000000
random,698,0.01000000
mid,698,0.01000000
median 3,698,0.01000000
median 3 random,698,0.02000000
median 9,698,0.01000000
median 9 random,698,0.02000000
dual pivot,698,0.01000000
insertion,699,1.01000000
first,699,0.02000000
random,699,0.01000000
mid,699,0.01000000
median 3,699,0.01000000
median 3 random,699,0.02000000
median 9,699,0.01000000
median 9 random,699,0.01000000
dual pivot,699,0.01000000
insertion,700,1.04000000
first,700,0.01000000
random,700,0.01000000
mid,700,0.01000000
median 3,700,0.01000000
median 3 random,700,0.02000000
median 9,700,0.01000000
median 9 random,700,0.01000000
dual pivot,700,0.02000000
insertion,701,1.03000000
first,701,0.01000000
random,701,0.01000000
mid,701,0.01000000
median 3,701,0.01000000
median 3 random,701,0.02000000
median 9,701,0.01000000
median 9 random,701,0.01000000
dual pivot,701,0.01000000
insertion,702,1.00000000
first,702,0.01000000
random,702,0.01000000
mid,702,0.01000000
median 3,702,0.02000000
median 3 random,702,0.01000000
median 9,702,0.01000000
median 9 random,702,0.02000000
dual pivot,702,0.01000000
insertion,703,0.99000000
first,703,0.01000000
random,703,0.02000000
mid,703,0.01000000
median 3,703,0.01000000
median 3 random,703,0.01000000
median 9,703,0.02000000
median 9 random,703,0.01000000
dual pivot,703,0.01000000
insertion,704,0.97000000
first,704,0.02000000
random,704,0.01000000
mid,704,0.01000000
median 3,704,0.01000000
median 3 random,704,0.01000000
median 9,704,0.02000000
median 9 random,704,0.01000000
dual pivot,704,0.01000000
insertion,705,1.04000000
first,705,0.01000000
random,705,0.01000000
mid,705,0.02000000
median 3,705,0.01000000
median 3 random,705,0.01000000
median 9,705,0.01000000
median 9 random,705,0.02000000
dual pivot,705,0.01000000
insertion,706,1.01000000
first,706,0.01000000
random,706,0.01000000
mid,706,0.01000000
median 3,706,0.02000000
median 3 random,706,0.01000000
median 9,706,0.01000000
median 9 random,706,0.02000000
dual pivot,706,0.01000000
insertion,707,0.99000000
first,707,0.01000000
random,707,0.02000000
mid,707,0.01000000
median 3,707,0.01000000
median 3 random,707,0.01000000
median 9,707,0.02000000
median 9 random,707,0.01000000
dual pivot,707,0.01000000
insertion,708,0.99000000
first,708,0.01000000
random,708,0.02000000
mid,708,0.01000000
median 3,708,0.01000000
median 3 random,708,0.01000000
median 9,708,0.02000000
median 9 random,708,0.01000000
